2021 Statistical Area Level 1 (SA1),State,Usual Resident Population,Score,Percentile within State
21204131702,VIC,366,883.7068899,10
21204131703,VIC,729,939.3274,22
21204131704,VIC,389,943.8182593,23
21204131705,VIC,275,906.0292323,14
21204131706,VIC,459,853.485384,5
21204131707,VIC,341,870.0367277,7
21204131709,VIC,501,911.2447768,15
21204131710,VIC,430,836.645072,4
21204131711,VIC,304,885.4054654,10
21204131712,VIC,566,860.8234849,6
21204131713,VIC,432,944.1812758,23
21204131714,VIC,472,893.0701071,11
21204131715,VIC,311,925.9672223,19
21204131716,VIC,562,904.9739011,14
21204131717,VIC,460,914.5133466,16
21204131718,VIC,422,904.2682437,14
21204131719,VIC,550,877.9095909,9
21204131720,VIC,616,869.7871324,7
21204131721,VIC,355,905.9854135,14
21204131722,VIC,380,895.1314101,12
21204131723,VIC,519,866.2626218,7
21204131724,VIC,487,862.7814122,6
21204131725,VIC,299,863.9024638,7
21204131726,VIC,574,906.8884656,14
21204131727,VIC,489,884.3607087,10
21204131728,VIC,382,805.7512365,2
21204131729,VIC,254,885.3089205,10
21204131730,VIC,643,886.6024147,10
21204131732,VIC,643,951.9363978,26
21204131734,VIC,610,944.7437334,24
21204131735,VIC,567,898.449541,12
21204131736,VIC,583,934.662089,21
21204131737,VIC,521,852.82842,5
21204131738,VIC,379,862.5825512,6
21204131739,VIC,381,895.753794,12
21204131740,VIC,568,871.1704911,8
21204131741,VIC,693,896.5829924,12
21204131742,VIC,389,886.3997287,10
21204131743,VIC,567,932.0504719,20
21204131745,VIC,377,877.2228547,9
21204131746,VIC,573,969.1015833,31
21204131747,VIC,558,968.1484033,31
21204131748,VIC,395,944.1671856,23
21204131749,VIC,370,810.8938926,2
21204131750,VIC,883,1013.653704,49
21204131751,VIC,375,744.7972576,1
21204131801,VIC,474,865.4321975,7
21204131802,VIC,422,920.8207592,17
21204131803,VIC,381,919.1590874,17
21204131804,VIC,498,849.9450194,5
21204131805,VIC,584,872.1141043,8
21204131806,VIC,691,901.3743258,13
21204131807,VIC,551,860.3249073,6
21204131808,VIC,454,923.0991061,18
21204131809,VIC,362,830.0214125,3
21204131810,VIC,334,844.29442,5
21204131811,VIC,646,818.1373586,3
21204131812,VIC,430,932.6770662,20
21204131813,VIC,527,917.6848663,17
21204131814,VIC,417,843.8220443,4
21204131815,VIC,309,873.9770235,8
21204131816,VIC,573,874.7562646,8
21204131817,VIC,334,841.3571187,4
21204131818,VIC,539,853.0494631,5
21204131819,VIC,518,874.2414872,8
21204131820,VIC,411,880.7190028,9
21204131821,VIC,630,891.1037931,11
21204131822,VIC,697,907.0853682,14
21204131823,VIC,458,879.3045911,9
21204131824,VIC,552,891.1113027,11
21204131825,VIC,541,849.547807,5
21204131826,VIC,295,888.3179649,10
21204145901,VIC,778,915.2680293,16
21204145902,VIC,325,931.8322915,20
21204145903,VIC,466,940.168937,22
21204145904,VIC,392,938.8255484,22
21204145905,VIC,687,909.7359545,15
21204145906,VIC,745,944.3628675,23
21204145907,VIC,582,870.5711628,7
21204145908,VIC,671,943.4637284,23
21204145909,VIC,606,894.148492,11
21204145910,VIC,398,938.2617202,22
21204145911,VIC,753,964.1647929,29
21204145912,VIC,635,880.3877438,9
21204145913,VIC,478,912.7303019,15
21204145914,VIC,431,873.5481963,8
21204145915,VIC,500,860.20145,6
21204145916,VIC,285,882.7496651,9
21204145917,VIC,667,948.3907937,25
21204145918,VIC,561,926.8546544,19
21204145919,VIC,538,900.2041377,13
21204145920,VIC,738,935.4069377,21
21204145921,VIC,250,919.9977147,17
21204145922,VIC,476,945.9147789,24
21204145923,VIC,770,949.6395062,25
21204146001,VIC,716,888.0721479,10
21204146002,VIC,652,923.970712,18
21204146003,VIC,602,871.0050302,8
21204146004,VIC,844,902.5104902,13
21204146005,VIC,549,895.3207472,12
21204146006,VIC,370,880.6070788,9
21204146007,VIC,538,884.2503096,10
21204146008,VIC,616,908.3860099,14
21204146009,VIC,553,889.431079,11
21204146010,VIC,553,872.7057118,8
21204146011,VIC,568,892.9186528,11
21204146012,VIC,542,846.7493437,5
21204146013,VIC,616,892.1141134,11
21204146014,VIC,564,860.112433,6
21204146015,VIC,622,873.4310652,8
21204146016,VIC,300,925.6173183,19
21204146017,VIC,431,883.2866382,10
21204146018,VIC,624,913.8377414,16
21204146019,VIC,699,896.1417517,12
21204146020,VIC,590,827.9520651,3
21204146021,VIC,820,935.778629,21
21204146022,VIC,476,870.6280854,7
21204146023,VIC,607,830.2506648,3
21204146024,VIC,660,878.4464711,9
21204146025,VIC,570,873.9526282,8
21204146026,VIC,532,863.0876151,7
21204146027,VIC,773,984.4932481,36
21204146028,VIC,266,883.7024393,10
21204146029,VIC,679,860.6211298,6
21204146030,VIC,442,859.6658403,6
21204146031,VIC,472,899.6392446,13
21204146032,VIC,291,925.8871881,19
21204146033,VIC,394,931.1624315,20
21204146034,VIC,543,892.4498328,11
21204146035,VIC,493,838.4997037,4
21204156301,VIC,346,796.3788098,2
21204156302,VIC,408,840.1219818,4
21204156303,VIC,474,844.4899244,5
21204156304,VIC,524,895.8239413,12
21204156305,VIC,553,864.3985373,7
21204156306,VIC,492,890.7947744,11
21204156307,VIC,548,869.4397552,7
21204156308,VIC,346,882.5928747,9
21204156309,VIC,484,919.5452818,17
21204156310,VIC,479,870.2592971,7
21204156311,VIC,309,782.8131119,2
21204156312,VIC,523,875.3599056,8
21204156313,VIC,538,887.3010367,10
21204156314,VIC,325,882.6593478,9
21204156315,VIC,483,893.9515587,11
21204156316,VIC,592,851.9196296,5
21204156318,VIC,345,872.5151955,8
21204156319,VIC,382,874.1592794,8
21204156320,VIC,549,924.1381794,18
21204156321,VIC,238,826.1579863,3
21204156322,VIC,375,864.7672275,7
21204156323,VIC,564,811.3206094,2
21204156324,VIC,783,854.5854657,6
21204156325,VIC,418,896.0782516,12
21204156326,VIC,556,896.6703929,12
21204156327,VIC,507,911.7793519,15
21204156328,VIC,604,885.2166311,10
21204156329,VIC,560,873.2497991,8
21204156330,VIC,455,906.1221487,14
21204156331,VIC,468,826.8693021,3
21204156332,VIC,469,874.8553112,8
21204156333,VIC,405,935.7432553,21
21204156334,VIC,446,871.0049016,8
21204156335,VIC,369,837.3442734,4
21204156336,VIC,450,862.7991249,6
21204156337,VIC,781,853.0524732,5
21204156338,VIC,406,887.4930973,10
21204156339,VIC,237,850.7611014,5
21204156340,VIC,606,871.2343562,8
21204156341,VIC,446,908.345645,14
21204156342,VIC,318,852.8279483,5
21204156343,VIC,421,902.0547669,13
21204156344,VIC,470,870.9369218,8
21204156345,VIC,553,842.9874489,4
21204156346,VIC,259,912.5658666,15
21204156347,VIC,320,849.7200073,5
21204156348,VIC,293,882.0845246,9
21204156401,VIC,533,899.8088181,13
21204156402,VIC,563,979.2938346,35
21204156403,VIC,356,898.1138045,12
21204156404,VIC,391,843.0562657,4
21204156405,VIC,98,1019.78385,51
21204156406,VIC,533,819.5202599,3
21204156407,VIC,407,846.493507,5
21204156408,VIC,499,836.1682605,4
21204156409,VIC,125,949.8956302,25
21204156410,VIC,418,828.9144998,3
21204156411,VIC,106,847.7192744,5
21204156412,VIC,650,817.5227951,3
21204156413,VIC,401,848.6527742,5
21204156414,VIC,458,768.4749661,1
21204156415,VIC,1144,957.0451721,27
21204156416,VIC,634,788.0018141,2
21204156417,VIC,573,828.1951596,3
21204156418,VIC,509,783.3288231,2
21204156419,VIC,588,934.7289537,21
21204156420,VIC,373,822.777128,3
21204156501,VIC,451,904.0225555,13
21204156502,VIC,205,942.8525375,23
21204156503,VIC,469,931.0293273,20
21204156504,VIC,256,914.5101013,16
21204156505,VIC,338,900.7469422,13
21204156506,VIC,364,957.1118093,27
21204156507,VIC,503,961.4548085,28
21204156508,VIC,519,937.5351595,22
21204156509,VIC,433,921.5010897,18
21204156510,VIC,253,957.5811385,27
21204156511,VIC,341,942.6531103,23
21204156512,VIC,405,894.1254651,11
21204156513,VIC,557,920.2232347,17
21204156514,VIC,412,920.7514432,17
21204156515,VIC,553,905.2992741,14
21204156516,VIC,541,909.7461121,15
21204156517,VIC,354,905.9051504,14
21204156519,VIC,448,930.4794961,20
21204156520,VIC,239,926.6359256,19
21204156521,VIC,357,913.4451152,15
21204156522,VIC,408,900.1106589,13
21204156523,VIC,461,915.2482463,16
21204156524,VIC,311,892.8192979,11
21204156525,VIC,358,946.1479339,24
21204156526,VIC,430,930.4149213,20
21204156527,VIC,549,923.8601937,18
21204156528,VIC,340,915.7011409,16
21204156529,VIC,236,958.4840219,28
21204156530,VIC,417,954.09198490000006,26
21204156532,VIC,434,910.5673423,15
21204156533,VIC,383,971.6455551,32
21204156534,VIC,520,922.0667603,18
21204156535,VIC,346,884.8345452,10
21204156536,VIC,482,881.5000508,9
21204156537,VIC,545,960.2212358,28
21204156538,VIC,487,933.4256842,21
21204156539,VIC,376,922.1371056,18
21204156601,VIC,491,1122.907301,91
21204156602,VIC,683,1060.721507,69
21204156603,VIC,612,1088.78686,80
21204156604,VIC,792,1052.842744,66
21204156605,VIC,575,1114.649281,88
21204156606,VIC,345,1138.964977,95
21204156607,VIC,411,1062.839321,70
21204156608,VIC,546,1093.225188,82
21204156609,VIC,237,1066.795616,71
21204156610,VIC,370,1052.131309,65
21204156611,VIC,798,1031.441891,57
21204156612,VIC,424,1066.021677,71
21204156613,VIC,532,1097.743787,83
21204156614,VIC,452,1075.9271,75
21204156615,VIC,536,1094.627882,82
21204156616,VIC,178,1033.092455,57
21204156617,VIC,899,1100.02246,84
21204156618,VIC,880,1076.362031,75
21204156619,VIC,391,1097.242951,83
21204156620,VIC,792,1078.893544,76
21204156621,VIC,279,1049.973846,64
21204156622,VIC,775,1045.669143,62
21204156623,VIC,610,1092.086947,81
21204156624,VIC,517,1044.007094,62
21204156625,VIC,309,1060.21406,69
21204156626,VIC,618,1092.931357,82
21204156627,VIC,276,1058.112925,68
21204156628,VIC,769,1019.669764,51
21205131901,VIC,395,1067.301395,71
21205131902,VIC,487,1112.107329,88
21205131903,VIC,514,1070.31464,73
21205131904,VIC,748,1058.835435,68
21205131905,VIC,592,1108.178524,87
21205131906,VIC,550,1116.994772,89
21205131907,VIC,349,1096.94369,83
21205131908,VIC,527,1101.723292,85
21205131909,VIC,559,1091.236369,81
21205131910,VIC,332,1071.940172,74
21205131912,VIC,409,1082.73723,78
21205131913,VIC,302,1084.797511,79
21205131914,VIC,638,1132.001639,93
21205131915,VIC,578,1127.388564,92
21205131916,VIC,442,1073.45156,74
21205131917,VIC,527,1002.264307,44
21205131918,VIC,388,1113.46943,88
21205131919,VIC,524,1069.005891,72
21205131922,VIC,517,1033.993531,58
21205131923,VIC,474,1023.235992,53
21205131924,VIC,578,1022.404501,53
21205131925,VIC,382,1006.235689,46
21205131926,VIC,496,1028.418603,55
21205131927,VIC,504,1085.53163,79
21205131928,VIC,395,1034.194887,58
21205131929,VIC,596,1069.672685,72
21205131930,VIC,460,1099.753022,84
21205131932,VIC,320,1072.573783,74
21205131933,VIC,517,1068.059401,72
21205131934,VIC,361,1097.387461,83
21205131935,VIC,595,1048.286244,64
21205131936,VIC,407,1089.342083,80
21205131937,VIC,482,1089.690103,80
21205131939,VIC,358,1051.935011,65
21205131940,VIC,404,1108.469434,87
21205131941,VIC,361,1094.557447,82
21205131942,VIC,358,1125.169355,92
21205131943,VIC,462,1005.373176,45
21205131944,VIC,275,1088.423963,80
21205131945,VIC,385,824.671964,3
21205131946,VIC,375,954.8299235,26
21205131947,VIC,580,1074.354343,74
21205132101,VIC,583,1107.812143,86
21205132102,VIC,332,1153.530436,98
21205132103,VIC,495,1100.056785,84
21205132104,VIC,408,1045.823278,63
21205132105,VIC,564,1037.887743,59
21205132106,VIC,247,1049.301359,64
21205132107,VIC,373,1055.175297,67
21205132108,VIC,420,1091.909616,81
21205132109,VIC,585,1066.486445,71
21205132110,VIC,483,1050.537839,65
21205132111,VIC,459,1100.865389,84
21205132112,VIC,438,1118.384443,90
21205132113,VIC,458,1133.320791,93
21205132114,VIC,580,1120.098372,90
21205132115,VIC,514,1104.548233,85
21205132116,VIC,225,1136.496652,94
21205132117,VIC,545,1121.592571,91
21205132118,VIC,364,1111.787907,88
21205132119,VIC,340,1090.579261,81
21205132120,VIC,446,1125.777342,92
21205132121,VIC,586,1080.682322,77
21205132122,VIC,385,1088.292031,80
21205132123,VIC,272,1102.975047,85
21205132124,VIC,412,1061.557022,69
21205132125,VIC,487,1064.356467,70
21205132126,VIC,302,1052.345235,66
21205132127,VIC,517,1049.827515,64
21205132128,VIC,380,1059.468004,68
21205132129,VIC,443,1068.442162,72
21205132130,VIC,538,1070.468606,73
21205132131,VIC,577,1093.127347,82
21205132132,VIC,443,1082.181083,77
21205132133,VIC,269,1058.57103,68
21205132134,VIC,358,1094.63662,82
21205132135,VIC,345,1083.431737,78
21205132136,VIC,223,1048.202836,64
21205132137,VIC,399,1085.799548,79
21205132138,VIC,477,987.3668548,38
21205132139,VIC,212,1118.871397,90
21205132140,VIC,216,1114.44471,88
21205132141,VIC,494,1087.988883,80
21205132142,VIC,432,1116.03807,89
21205132143,VIC,240,1091.106158,81
21205132144,VIC,297,1103.849984,85
21205132145,VIC,432,1083.286384,78
21205132146,VIC,382,1091.930208,81
21205132147,VIC,408,1133.948306,94
21205132148,VIC,320,1064.808477,70
21205132149,VIC,273,1049.572337,64
21205132150,VIC,373,1026.464595,54
21205132151,VIC,347,1089.437195,80
21205132152,VIC,323,1076.420613,75
21205132153,VIC,335,1069.029662,72
21205132154,VIC,285,1086.081821,79
21205132201,VIC,492,1082.800984,78
21205132202,VIC,456,1059.966829,69
21205132203,VIC,363,1088.433153,80
21205132204,VIC,380,1106.00489,86
21205132205,VIC,249,1084.024563,78
21205132206,VIC,300,1110.48863,87
21205132207,VIC,309,1127.708673,92
21205132208,VIC,459,1110.999275,87
21205132209,VIC,217,1091.867286,81
21205132210,VIC,347,1052.666276,66
21205132211,VIC,283,1076.378159,75
21205132212,VIC,481,1047.062217,63
21205132213,VIC,482,1038.885154,60
21205132215,VIC,613,1034.608375,58
21205132216,VIC,310,1047.898473,63
21205132217,VIC,302,1014.108574,49
21205132218,VIC,513,1033.520249,57
21205132219,VIC,447,1092.661975,82
21205132220,VIC,362,1106.169888,86
21205132221,VIC,507,1120.469518,90
21205132222,VIC,302,1128.473699,92
21205132223,VIC,467,1082.29457,77
21205132224,VIC,377,1095.411439,82
21205132225,VIC,715,1083.669218,78
21205132226,VIC,205,1064.200152,70
21205132227,VIC,468,1057.185474,68
21205132228,VIC,363,1070.344857,73
21205132229,VIC,432,1110.543797,87
21205132230,VIC,482,1049.246193,64
21205132231,VIC,433,1065.841133,71
21205132232,VIC,527,1102.419647,85
21205132233,VIC,654,1064.397685,70
21205132234,VIC,369,1096.976432,83
21205132235,VIC,284,1064.9483520000001,71
21205132236,VIC,352,1044.941835,62
21205132237,VIC,204,1069.19473,72
21205132238,VIC,258,1129.903507,93
21205132239,VIC,634,1060.083554,69
21205132240,VIC,362,1060.998242,69
21205132241,VIC,316,1092.456572,81
21205132242,VIC,277,1061.057037,69
21205132243,VIC,454,1064.651837,70
21205132244,VIC,424,1090.468082,81
21205132245,VIC,244,1084.310595,78
21205132246,VIC,449,1102.648026,85
21205132248,VIC,335,1049.975145,64
21205132249,VIC,276,1102.972917,85
21205132250,VIC,335,1056.539303,67
21205132251,VIC,382,1044.025597,62
21205132252,VIC,329,1116.273388,89
21205132253,VIC,935,1044.448331,62
21205132254,VIC,521,1016.464667,50
21205132301,VIC,441,1112.540455,88
21205132302,VIC,449,1096.922905,83
21205132303,VIC,252,1102.771087,85
21205132304,VIC,268,1079.908343,77
21205132305,VIC,469,1086.08227,79
21205132306,VIC,501,1069.865267,73
21205132307,VIC,462,1100.534644,84
21205132308,VIC,600,1068.160914,72
21205132309,VIC,465,1113.4529,88
21205132310,VIC,589,1110.786582,87
21205132311,VIC,477,1039.947629,60
21205132313,VIC,436,1112.952106,88
21205132314,VIC,488,1102.760209,85
21205132315,VIC,224,1041.41717,61
21205132316,VIC,410,1082.556691,78
21205132317,VIC,488,1080.630072,77
21205132318,VIC,515,1097.670669,83
21205132319,VIC,481,1039.191303,60
21205132320,VIC,385,1058.673774,68
21205132321,VIC,322,1093.247125,82
21205132322,VIC,411,1087.930941,80
21205132323,VIC,433,1078.086139,76
21205132324,VIC,496,1079.322401,76
21205132325,VIC,450,1095.011501,82
21205132326,VIC,489,1102.427712,85
21205132327,VIC,485,1105.351076,86
21205132328,VIC,690,1083.380127,78
21205132329,VIC,466,1076.320178,75
21205132330,VIC,543,1142.035497,95
21205132331,VIC,589,1063.4424,70
21205132332,VIC,435,1079.494858,77
21205132333,VIC,720,1153.894792,98
21205132334,VIC,370,1072.746452,74
21205132335,VIC,262,1110.76541,87
21205132336,VIC,240,1173.939083,100
21205132337,VIC,275,1078.057393,76
21205132401,VIC,265,1112.004569,88
21205132402,VIC,689,1079.111239,76
21205132403,VIC,523,1097.60157,83
21205132404,VIC,737,1076.295961,75
21205132405,VIC,245,1058.065833,68
21205132406,VIC,638,1116.183367,89
21205132407,VIC,508,1117.372973,89
21205132408,VIC,465,1105.750648,86
21205132409,VIC,538,1099.366941,84
21205132411,VIC,727,1092.394263,81
21205132412,VIC,357,1107.816563,86
21205132413,VIC,332,1081.287233,77
21205132414,VIC,448,1078.655355,76
21205132415,VIC,300,1094.265478,82
21205132416,VIC,698,1089.947409,81
21205132417,VIC,719,1080.790539,77
21205132418,VIC,352,1142.313583,96
21205132419,VIC,742,1111.788856,88
21205132420,VIC,463,1065.07349,71
21205132421,VIC,632,1081.22864,77
21205132422,VIC,343,1080.584993,77
21205132423,VIC,555,1121.792108,91
21205132424,VIC,401,1045.778108,63
21205132425,VIC,506,1053.2081,66
21205132426,VIC,403,1112.969742,88
21205132427,VIC,545,1082.947179,78
21205132428,VIC,425,1071.036007,73
21205132429,VIC,311,1082.066184,77
21205132430,VIC,289,1119.043663,90
21205132431,VIC,631,1091.598098,81
21205132432,VIC,606,1070.407034,73
21205132433,VIC,411,1115.419353,89
21205132434,VIC,359,1090.593633,81
21205132435,VIC,752,1076.177073,75
21205132436,VIC,483,1093.49253,82
21205132437,VIC,361,1134.225423,94
21205132438,VIC,525,1068.795987,72
21205132439,VIC,520,1101.113004,84
21205132440,VIC,460,1107.576643,86
21205132501,VIC,219,1021.669043,52
21205132502,VIC,611,1047.854449,63
21205132503,VIC,538,1011.365719,48
21205132504,VIC,649,980.0595581,35
21205132505,VIC,599,1047.719431,63
21205132506,VIC,360,984.8224202,37
21205132507,VIC,357,1036.436041,59
21205132508,VIC,339,1044.404509,62
21205132509,VIC,415,1064.74314,70
21205132510,VIC,336,1071.298466,73
21205132511,VIC,354,1052.939288,66
21205132512,VIC,364,1019.046364,51
21205132513,VIC,460,1032.328177,57
21205132515,VIC,388,1021.85414,52
21205132516,VIC,467,1097.122739,83
21205132518,VIC,385,1047.513256,63
21205132519,VIC,487,1030.90743,56
21205132520,VIC,432,1026.208788,54
21205132522,VIC,437,1015.487992,50
21205132523,VIC,547,1027.502287,55
21205132525,VIC,553,1005.494684,45
21205132526,VIC,355,1066.138178,71
21205132527,VIC,615,1005.09318,45
21205132528,VIC,696,984.5233892,36
21205132529,VIC,594,1033.373798,57
21205132530,VIC,445,989.5280841,38
21205132531,VIC,236,1030.420782,56
21205132532,VIC,381,972.7101612,32
21205132533,VIC,223,1020.937123,52
21205132534,VIC,462,966.0974288,30
21205132535,VIC,309,1029.098133,56
21205132536,VIC,354,1052.715392,66
21205132537,VIC,470,1066.666855,71
21205132538,VIC,375,1021.58928,52
21205132539,VIC,253,986.3870564,37
21205132540,VIC,283,1056.90705,67
21205132541,VIC,665,1026.138836,54
21205132542,VIC,329,1051.364905,65
21205132544,VIC,630,1119.557156,90
21205132545,VIC,415,1118.870079,90
21205132547,VIC,548,1133.791592,94
21205132548,VIC,708,1118.724989,90
21205132549,VIC,541,1101.063536,84
21205132550,VIC,681,1133.278365,93
21205132601,VIC,310,1044.116133,62
21205132602,VIC,469,1078.196383,76
21205132603,VIC,282,1018.569688,51
21205132605,VIC,779,1070.406761,73
21205132606,VIC,457,1061.364359,69
21205132607,VIC,428,1045.294055,62
21205132608,VIC,441,1036.029032,59
21205132609,VIC,597,1067.621509,72
21205132610,VIC,415,1049.859567,64
21205132611,VIC,571,1061.655049,69
21205132612,VIC,482,1052.619439,66
21205132613,VIC,567,1038.430835,60
21205132614,VIC,419,1012.994947,48
21205132615,VIC,542,1034.272699,58
21205132616,VIC,700,1061.640989,69
21205132617,VIC,412,1098.985254,84
21205132618,VIC,544,1063.036008,70
21205132619,VIC,621,1070.579361,73
21205132620,VIC,383,1092.184363,81
21205132621,VIC,366,1087.834395,80
21205132622,VIC,606,1072.653443,74
21205132623,VIC,277,1050.864394,65
21205132624,VIC,378,1070.361281,73
21205132625,VIC,323,1081.791943,77
21205132626,VIC,603,1073.091592,74
21205132627,VIC,566,1048.216004,64
21205132628,VIC,382,903.2834769,13
21205132629,VIC,718,1086.757286,79
21205132630,VIC,531,1088.297953,80
21205132632,VIC,390,1028.824167,55
21205132633,VIC,726,1052.557738,66
21205132634,VIC,122,1092.609485,82
21205132635,VIC,395,1020.414643,52
21205132636,VIC,585,1093.125704,82
21205132637,VIC,564,1061.326475,69
21205132638,VIC,610,1028.233208,55
21205132639,VIC,491,1047.324899,63
21205132641,VIC,65,990.3744373,39
21205132642,VIC,393,1094.287456,82
21205132643,VIC,410,1043.002096,61
21205132644,VIC,269,1066.354056,71
21205132646,VIC,280,1075.090798,75
21205132647,VIC,434,1040.423749,60
21205132648,VIC,450,1031.810479,57
21205132649,VIC,410,1065.926976,71
21205132650,VIC,283,1024.981254,54
21205132651,VIC,211,1065.09793,71
21205132653,VIC,286,1078.323771,76
21205132654,VIC,257,1017.04484,50
21205132655,VIC,433,1078.685349,76
21205132656,VIC,335,1044.512502,62
21205132657,VIC,331,1023.618732,53
21205132701,VIC,481,1121.16742,90
21205132702,VIC,378,1138.323324,95
21205132703,VIC,519,1099.049074,84
21205132704,VIC,454,1058.412729,68
21205132705,VIC,324,1080.738401,77
21205132706,VIC,516,1088.333117,80
21205132707,VIC,446,1078.281182,76
21205132708,VIC,385,1070.918165,73
21205132709,VIC,427,1041.97521,61
21205132710,VIC,437,1036.960887,59
21205132711,VIC,378,1077.572793,76
21205132712,VIC,403,1075.737919,75
21205132713,VIC,420,1140.695723,95
21205132714,VIC,487,1122.884701,91
21205132715,VIC,495,1114.522443,88
21205132716,VIC,326,1141.488021,95
21205132717,VIC,359,1021.036429,52
21205132718,VIC,449,1067.106627,71
21205132719,VIC,408,1059.822812,69
21205132720,VIC,468,1066.547989,71
21205132721,VIC,359,1087.375067,80
21205132722,VIC,442,1068.806051,72
21205132723,VIC,327,1053.013702,66
21205132724,VIC,377,1106.255278,86
21205132725,VIC,422,1084.86278,79
21205132726,VIC,488,1066.673712,71
21205132727,VIC,370,1090.707293,81
21205132729,VIC,372,1078.664872,76
21205132730,VIC,277,1138.514564,95
21205132731,VIC,441,1093.529617,82
21205132732,VIC,566,1107.140323,86
21205132734,VIC,309,1139.59555,95
21205132735,VIC,445,1091.781363,81
21205132736,VIC,513,1031.89289,57
21205132738,VIC,404,1090.718167,81
21205132739,VIC,342,1094.531698,82
21205132740,VIC,561,1091.594587,81
21205132741,VIC,1070,1013.64265,49
21205132742,VIC,619,1070.918914,73
21205132743,VIC,432,1103.405151,85
21205132744,VIC,353,1083.900369,78
21205132745,VIC,291,1084.861596,79
21205132747,VIC,302,1040.367212,60
21205132748,VIC,501,1090.821328,81
21205132749,VIC,451,1097.782078,83
21205132750,VIC,443,1004.481298,45
21205156701,VIC,349,1011.477701,48
21205156703,VIC,471,1060.680582,69
21205156704,VIC,182,918.9066259,17
21205156705,VIC,244,947.5527892,24
21205156707,VIC,505,1072.745942,74
21205156708,VIC,221,1081.448046,77
21205156709,VIC,283,1058.930579,68
21205156710,VIC,241,1108.474837,87
21205156711,VIC,206,1025.035592,54
21205156712,VIC,554,1050.045233,64
21205156713,VIC,452,997.0488907,42
21205156714,VIC,350,955.6807353,27
21205156715,VIC,535,1042.763736,61
21205156716,VIC,292,1046.82064,63
21205156717,VIC,297,977.616448,34
21205156718,VIC,330,1003.638043,44
21205156720,VIC,1077,1042.233326,61
21205156721,VIC,600,972.351777,32
21205156722,VIC,365,1068.871406,72
21205156724,VIC,307,1035.468912,58
21205156726,VIC,198,1099.415455,84
21205156801,VIC,425,1021.342598,52
21205156802,VIC,413,1025.581009,54
21205156803,VIC,516,996.116958,41
21205156804,VIC,629,1011.46585,48
21205156805,VIC,317,1022.208642,53
21205156806,VIC,450,1026.496557,54
21205156807,VIC,291,1027.546333,55
21205156808,VIC,479,976.6008345,34
21205156809,VIC,477,1015.531141,50
21205156810,VIC,543,1062.398141,70
21205156811,VIC,384,975.4418352,33
21205156812,VIC,471,996.2313854,41
21205156813,VIC,538,985.8943861,37
21205156814,VIC,575,1009.805233,47
21205156815,VIC,429,1022.432167,53
21205156816,VIC,389,1005.647847,45
21205156817,VIC,357,1006.410223,46
21205156818,VIC,360,970.0304164,31
21205156819,VIC,175,1030.832415,56
21205156820,VIC,669,1020.897205,52
21205156821,VIC,529,1019.758471,51
21205156822,VIC,576,1023.520267,53
21205156823,VIC,574,1010.968873,48
21205156824,VIC,338,1055.994704,67
21205156825,VIC,348,992.6380177,40
21205156826,VIC,452,1013.403746,49
21205156827,VIC,339,1020.579068,52
21301132801,VIC,312,848.5069745,5
21301132802,VIC,545,908.8288298,15
21301132803,VIC,300,964.6864583,29
21301132804,VIC,648,890.1388348,11
21301132805,VIC,430,924.4063092,18
21301132807,VIC,341,821.1941232,3
21301132808,VIC,399,872.3029631,8
21301132809,VIC,321,975.0888259,33
21301132810,VIC,329,910.2527558,15
21301132811,VIC,275,1006.133141,46
21301132812,VIC,322,976.707086,34
21301132813,VIC,372,970.6382856,32
21301132814,VIC,415,933.7835604,21
21301132815,VIC,559,994.6263372,41
21301132816,VIC,521,925.7384866,19
21301132817,VIC,363,951.5895199,25
21301132818,VIC,355,916.4117328,16
21301132819,VIC,689,960.1028301,28
21301132901,VIC,561,972.1177859,32
21301132902,VIC,537,961.826198,28
21301132903,VIC,362,984.2547284,36
21301132904,VIC,293,1023.824098,53
21301132905,VIC,468,912.16221,15
21301132906,VIC,460,897.4740708,12
21301132907,VIC,373,969.3275575,31
21301132908,VIC,635,950.8535926,25
21301132909,VIC,692,969.6421033,31
21301132910,VIC,326,979.8323217,35
21301132911,VIC,492,981.5332667,35
21301132912,VIC,1065,969.3061467,31
21301132913,VIC,538,964.8753763,29
21301132914,VIC,560,998.1141,42
21301132915,VIC,571,1003.056642,44
21301132916,VIC,653,943.1189539,23
21301132917,VIC,683,1002.880203,44
21301132918,VIC,339,978.163278,34
21301132919,VIC,437,934.7794531,21
21301133101,VIC,434,911.0297451,15
21301133102,VIC,258,889.0504458,11
21301133103,VIC,622,884.1600302,10
21301133105,VIC,421,940.1522091,22
21301133106,VIC,350,913.3154349,15
21301133107,VIC,323,914.8840795,16
21301133108,VIC,426,916.8924924,16
21301133109,VIC,371,909.1264672,15
21301133110,VIC,377,888.2877951,10
21301133111,VIC,465,886.7639724,10
21301133112,VIC,229,863.8085262,7
21301133113,VIC,320,885.0766284,10
21301133114,VIC,257,842.8980281,4
21301133115,VIC,273,905.034507,14
21301133116,VIC,269,943.7000031,23
21301133117,VIC,664,937.7203603,22
21301133118,VIC,268,923.7238667,18
21301133119,VIC,349,788.7917846,2
21301133120,VIC,294,907.9652746,14
21301133121,VIC,437,897.4237255,12
21301133122,VIC,375,937.2493914,22
21301133123,VIC,291,917.5908012,17
21301133201,VIC,457,956.4233288,27
