"","sa1reg","2021","2022","2023","2024","2025","2026","2027","2028","2029","2030"
"6306","20901120219",18,0,0,5,4,3,5,8,0,13
"6307","20901120220",3,0,0,0,4,0,0,0,0,3
"6308","20901120221",0,0,0,0,4,6,9,3,6,0
"6309","20901120222",3,3,3,3,6,15,13,5,9,4
"6310","20901120223",21,10,0,8,4,6,4,5,5,6
"6311","20901120224",4,4,6,0,13,3,3,9,4,5
"6312","20901120225",8,12,6,4,6,6,15,13,13,4
"6313","20901120226",5,6,3,3,8,7,11,3,9,3
"6314","20901120227",18,4,5,6,6,6,6,8,3,4
"6315","20901120228",6,3,0,5,6,6,0,3,4,12
"6316","20901120229",4,3,5,0,6,3,4,10,3,3
"6317","20901120230",18,6,8,8,6,8,12,16,7,12
"6318","20901120231",3,0,3,0,7,5,3,6,0,6
"6319","20901120232",10,0,0,5,7,4,8,9,3,5
"6320","20901120233",19,7,0,0,4,11,5,9,13,4
"6321","20901120234",4,4,4,0,5,6,7,0,5,3
"6322","20901120235",4,0,0,8,5,3,4,0,5,8
"6323","20901120236",4,4,6,0,4,0,4,5,3,7
"6324","20901120237",0,0,0,0,4,0,4,3,5,5
"6325","20901120238",8,0,5,7,3,3,0,3,3,7
"6326","20901120239",3,0,6,0,9,0,3,0,0,4
"6327","20901120240",15,0,6,7,15,9,7,9,7,4
"6328","20901120241",8,0,10,0,0,0,3,0,5,3
"6329","20901120301",10,3,0,0,5,6,4,7,3,5
"6330","20901120302",7,0,4,4,3,0,3,3,4,4
"6331","20901120303",6,3,0,0,4,9,6,5,9,3
"6332","20901120304",11,0,6,5,0,6,7,4,4,9
"6333","20901120305",28,7,5,9,12,8,13,11,9,7
"6334","20901120306",18,6,0,0,11,8,7,6,7,8
"6335","20901120307",0,7,0,9,4,4,8,6,11,10
"6336","20901120308",10,5,3,7,7,5,5,4,8,3
"6337","20901120309",6,6,4,7,5,7,4,4,3,5
"6338","20901120310",6,11,0,5,5,9,8,7,8,3
"6339","20901120311",20,0,3,10,9,4,0,0,3,3
"6340","20901120312",6,4,3,4,8,4,0,10,4,4
"6341","20901120313",10,5,0,0,9,11,3,6,4,9
"6342","20901120314",12,0,0,7,5,7,4,11,3,3
"6343","20901120315",12,9,0,7,5,8,8,5,7,10
"6344","20901120316",21,5,0,8,5,10,6,15,7,10
"6345","20901120317",9,0,4,8,4,5,9,9,0,9
"6346","20901120318",13,3,6,5,5,4,0,3,0,9
"6347","20901120319",11,4,4,0,11,9,3,9,11,10
"6348","20901120320",20,10,13,8,8,12,10,9,5,3
"6349","20901120321",28,5,14,15,3,13,8,4,6,12
"6350","20901120322",3,11,0,0,5,3,3,6,3,3
"6351","20901120323",21,0,7,13,11,17,14,10,4,12
"6352","20901120324",17,3,6,4,11,3,6,8,8,5
"6353","20901120325",0,6,0,5,5,9,6,3,3,0
"6354","20901120326",20,3,0,8,3,5,4,0,9,10
"6355","20901120327",8,6,0,5,11,4,3,0,9,3
"6356","20901120328",0,0,0,3,5,3,0,0,4,0
"6357","20901120329",18,0,3,7,5,4,0,4,7,10
"6358","20901120330",10,0,3,6,0,6,4,4,0,12
"6359","20901120331",8,3,16,4,3,10,6,4,4,5
"6360","20901120332",0,0,0,0,0,3,5,3,3,0
"6361","20901120333",3,0,0,0,6,8,3,3,5,0
"6362","20901120334",71,0,0,0,0,0,0,0,0,0
"6363","20901120335",6,4,4,0,0,0,3,0,3,4
"6364","20901120336",0,0,0,0,0,0,0,0,0,0
"6365","20901120337",11,3,6,3,7,3,3,10,6,6
"6366","20901120338",14,12,3,4,7,12,7,10,8,12
"6367","20901120339",0,4,7,0,3,6,6,4,4,5
"6368","20901120340",20,0,5,3,14,10,12,15,8,9
"6369","20901120341",18,10,0,6,3,4,7,13,4,6
"6370","20901120342",10,4,7,10,11,10,10,8,7,12
"6371","20901120343",10,8,8,0,0,11,4,13,6,0
"6372","20901120344",15,0,0,4,6,4,7,3,6,0
"6373","20901120345",5,0,0,3,4,0,6,4,0,3
"6374","20901120346",13,0,4,0,7,4,6,4,8,5
"6375","20901120401",8,4,3,9,5,4,4,5,6,3
"6376","20901120402",3,0,0,0,0,3,6,0,0,10
"6377","20901120403",15,0,0,0,4,0,3,5,4,0
"6378","20901120404",14,13,0,7,4,11,9,0,8,7
"6379","20901120405",13,0,5,0,8,0,3,8,0,8
"6380","20901120406",22,7,4,10,4,9,7,3,12,9
"6381","20901120407",9,0,4,3,5,0,3,6,6,0
"6382","20901120408",8,9,4,0,0,7,4,5,4,6
"6383","20901120409",8,4,0,4,9,3,6,3,7,7
"6384","20901120410",8,0,0,7,4,8,7,10,3,4
"6385","20901120411",3,0,0,0,5,8,0,5,4,4
"6386","20901120412",12,0,3,0,8,7,6,4,6,9
"6387","20901120413",19,11,4,5,3,6,3,3,0,3
"6388","20901120414",7,3,10,4,3,12,0,6,5,7
"6389","20901120415",6,0,3,3,7,6,4,10,3,7
"6390","20901120416",7,4,0,3,3,4,3,12,8,6
"6391","20901120417",0,3,0,8,0,9,0,3,11,3
"6392","20901120418",12,8,5,11,12,3,13,5,11,11
"6393","20901120419",0,3,3,0,0,4,0,0,7,0
"6394","20901120420",8,0,0,0,0,7,3,8,3,12
"6395","20901120421",3,0,0,8,3,4,0,0,0,3
"6396","20901120422",17,0,0,3,4,0,4,3,3,0
"6397","20902120502",18,6,7,12,7,0,0,0,5,4
"6398","20902120503",16,8,0,7,3,5,0,0,4,5
"6399","20902120504",29,0,3,12,11,7,3,8,7,3
"6400","20902120505",37,4,11,12,10,7,5,11,5,6
"6401","20902120507",10,3,9,3,8,3,6,4,0,3
"6402","20902120508",9,8,0,0,4,0,0,0,0,6
"6403","20902120509",10,0,3,0,5,6,3,10,0,9
"6404","20902120510",15,0,0,4,3,0,0,0,0,3
"6405","20902120511",16,5,11,8,4,6,3,5,8,9
"6406","20902120512",22,10,10,5,16,3,4,0,7,4
"6407","20902120514",6,0,0,0,4,3,0,0,0,0
"6408","20902120516",18,4,0,6,0,3,0,0,7,6
"6409","20902120517",0,0,0,0,0,0,0,0,0,0
"6410","20902120518",15,5,3,0,0,4,0,6,3,3
"6411","20902120519",0,0,0,0,0,0,0,0,0,0
"6412","20902120520",3,3,4,0,5,3,3,4,3,3
"6413","20902120521",6,0,0,0,6,7,6,7,4,4
"6414","20902120522",0,0,0,0,0,0,0,0,0,0
"6415","20902120523",20,3,3,0,3,0,4,0,6,0
"6416","20902120524",13,14,3,8,11,14,7,16,3,9
"6417","20902120525",0,0,0,0,0,0,0,0,0,0
"6418","20902120526",249,0,0,0,0,0,0,0,0,0
"6419","20902120527",48,9,13,3,12,9,12,4,5,7
"6420","20902120528",25,7,3,0,0,4,3,4,0,3
"6421","20902120529",33,0,4,0,5,4,0,0,5,4
"6422","20902120530",26,7,3,7,4,4,3,10,7,4
"6423","20902120531",0,0,0,0,0,0,0,0,0,0
"6424","20902142801",0,0,0,0,0,0,0,0,0,0
"6425","20902142802",9,3,0,0,9,5,0,5,8,4
"6426","20902142803",15,0,0,0,3,5,6,0,3,8
"6427","20902142804",13,3,0,6,3,15,10,4,8,13
"6428","20902142805",5,3,4,0,7,4,0,6,4,3
"6429","20902142806",11,5,0,3,5,9,6,6,4,9
"6430","20902142807",4,0,9,0,0,4,0,0,4,5
"6431","20902142809",16,3,4,3,3,8,6,11,9,7
"6432","20902142810",7,4,6,6,5,10,4,5,4,6
"6433","20902142811",15,4,0,0,0,5,0,0,3,0
"6434","20902142812",8,8,0,0,6,11,0,7,10,3
"6435","20902142813",3,0,0,0,0,0,0,0,0,6
"6436","20902142814",26,0,4,0,9,5,4,7,6,12
"6437","20902142816",13,0,5,0,6,7,5,5,3,9
"6438","20902142817",4,0,4,3,7,7,0,11,8,5
"6439","20902142818",13,8,4,0,3,0,6,3,0,0
"6440","20902142820",7,3,5,5,5,8,3,3,0,0
"6441","20902142821",14,7,0,0,8,4,3,3,6,0
"6442","20902142822",26,3,3,8,3,6,0,4,6,4
"6443","20902142823",16,0,4,0,4,5,5,6,6,5
"6444","20902142824",18,0,0,3,3,3,6,3,0,0
"6445","20902142825",3,6,4,0,0,4,0,3,0,3
"6446","20902142826",11,0,0,0,4,0,6,0,0,0
"6447","20902142827",19,0,9,3,4,8,6,8,5,9
"6448","20902142828",12,6,5,0,6,4,0,4,0,0
"6449","20902142829",4,4,11,3,9,0,5,0,3,4
"6450","20902142830",7,0,0,3,8,4,8,8,5,4
"6451","20902142833",0,0,0,0,10,8,0,7,5,0
"6452","20902142834",6,4,0,11,0,6,3,6,3,4
"6453","20902142835",21,6,6,0,3,0,4,3,4,0
"6454","20902142836",18,6,4,9,7,9,9,4,3,6
"6455","20902142837",15,4,0,0,4,0,3,4,3,4
"6456","20902142838",13,0,0,3,3,3,3,0,5,3
"6457","20902142839",26,0,3,7,5,3,0,6,5,6
"6458","20902142840",21,3,4,3,6,9,9,4,3,10
"6459","20902142841",3,3,0,4,0,0,0,0,4,3
"6460","20902142842",9,3,5,0,0,0,3,0,4,6
"6461","20902142843",14,6,0,3,10,5,7,3,16,3
"6462","20902142844",10,0,6,0,5,8,3,0,0,3
"6463","20902142845",6,0,0,0,5,3,3,3,9,0
"6464","20902142846",20,4,7,8,0,4,0,4,0,0
"6465","20902142847",4,0,0,3,0,0,4,0,0,5
"6466","20902142848",0,0,0,0,0,0,0,0,0,0
"6467","20902142849",3,0,0,0,0,0,0,0,0,0
"6468","20902142850",6,0,3,3,0,4,0,4,3,4
"6469","20902142901",5,5,0,0,4,5,12,11,15,4
"6470","20902142902",16,8,0,7,16,8,9,12,5,12
"6471","20902142903",7,5,0,8,8,9,0,11,3,8
"6472","20902142904",10,0,7,7,4,0,0,6,9,0
"6473","20902142905",13,7,4,6,5,17,9,10,4,8
"6474","20902142906",6,3,5,3,8,6,0,4,3,3
"6475","20902142907",8,0,8,0,4,5,0,3,6,4
"6476","20902142908",12,0,3,4,0,6,0,3,0,0
"6477","20902142909",26,11,10,8,5,5,7,5,9,11
"6478","20902142910",4,0,0,5,0,0,3,5,7,4
"6479","20902142911",11,4,6,3,4,4,0,7,6,6
"6480","20902142912",9,0,0,0,7,3,3,4,3,8
"6481","20902142913",4,0,0,3,4,3,0,8,8,6
"6482","20902142914",14,3,4,3,3,3,5,0,4,4
"6483","20902142915",21,3,4,3,0,0,0,5,6,3
"6484","20902142916",14,3,0,8,0,11,8,8,3,10
"6485","20902142917",23,5,12,11,10,11,6,10,8,13
"6486","20902142918",4,0,6,0,9,4,0,3,3,4
"6487","20902142919",25,9,0,12,4,5,5,4,11,12
"6488","20902142920",5,0,4,14,6,5,7,8,9,10
"6489","20902142921",19,3,0,0,3,18,3,14,3,8
"6490","20902142922",22,4,6,0,7,10,8,7,8,7
"6491","20902142923",11,4,4,8,10,14,14,8,8,7
"6492","20902142924",6,6,0,0,3,6,4,4,0,5
"6493","20902142925",6,0,0,4,3,4,5,3,6,3
"6494","20902152301",9,5,8,0,4,3,6,7,6,10
"6495","20902152302",10,0,0,0,3,0,0,4,0,3
"6496","20902152303",4,0,4,0,3,0,0,4,0,0
"6497","20902152304",6,8,0,3,3,3,5,4,0,3
"6498","20902152305",4,0,4,0,3,4,8,5,4,0
"6499","20902152306",3,3,4,3,0,4,4,5,5,10
"6500","20902152307",12,0,3,0,0,4,4,0,5,3
"6501","20902152308",11,4,0,0,9,0,4,3,4,5
"6502","20902152309",22,0,3,0,7,8,12,4,3,4
"6503","20902152310",0,4,0,3,0,0,3,6,0,3
"6504","20902152311",13,0,8,3,6,4,3,4,0,0
"6505","20902152312",5,3,5,0,0,4,4,5,0,0
"6506","20902152313",5,5,7,0,8,4,4,3,0,4
"6507","20902152314",15,0,7,4,0,0,0,8,6,4
"6508","20902152315",16,3,3,3,4,7,0,7,8,8
"6509","20902152316",10,4,0,0,0,7,0,0,6,5
"6510","20902152317",11,0,5,0,5,6,5,6,4,5
"6511","20902152318",9,0,3,3,0,4,4,5,4,5
"6512","20902152319",16,0,12,4,3,6,9,3,9,0
"6513","20902152320",7,0,0,0,6,3,0,5,4,4
"6514","20902152321",14,4,0,0,4,10,3,5,6,0
"6515","20902152322",6,3,7,0,8,0,0,3,6,0
"6516","20902152323",4,5,5,0,6,0,0,0,0,3
"6517","20902152324",8,3,8,3,9,0,9,0,7,5
"6518","20902152325",8,0,3,0,4,0,0,0,4,7
"6519","20902152326",16,5,4,0,3,3,4,8,0,3
"6520","20902152327",10,0,7,4,8,3,3,8,9,6
"6521","20902152328",7,3,0,0,4,0,0,0,0,9
"6522","20902152329",4,0,3,6,3,4,0,10,0,0
"6523","20902152330",12,0,0,0,3,3,0,9,0,0
"6524","20902152401",4,5,0,0,4,0,5,5,0,6
"6525","20902152402",8,0,6,0,7,4,0,6,6,0
"6526","20902152403",8,0,3,0,3,3,0,7,6,6
"6527","20902152404",0,4,0,0,6,6,3,0,0,5
"6528","20902152405",25,6,10,9,7,6,7,8,15,10
"6529","20902152406",12,0,0,3,6,3,6,0,3,0
"6530","20902152407",12,0,3,8,9,6,8,10,3,7
"6531","20902152408",7,3,0,0,7,4,7,3,7,8
"6532","20902152409",4,0,0,0,0,0,0,0,3,0
"6533","20902152410",19,5,4,6,5,7,0,7,3,3
"6534","20902152411",3,0,4,0,0,5,0,3,0,7
"6535","20902152412",0,0,0,0,0,0,0,0,0,0
"6536","20902152413",16,8,5,0,3,3,3,0,0,5
"6537","20902152414",8,13,0,3,3,3,3,10,8,4
"6538","20902152415",20,7,4,5,11,12,6,3,7,0
"6539","20902152416",13,0,0,6,3,3,3,3,6,0
"6540","20902152417",3,0,0,0,4,4,4,4,4,5
"6541","20902152418",3,3,0,0,0,6,5,0,0,0
"6542","20902152419",19,3,8,0,3,6,4,0,3,0
"6543","20902152420",9,3,0,0,6,4,4,0,0,5
"6544","20902152421",8,0,0,3,0,4,0,7,0,0
"6545","20902152422",6,0,3,4,5,6,3,5,3,0
"6546","20902152423",6,0,0,0,3,3,0,4,3,10
"6547","20902152424",17,0,7,3,0,4,0,0,4,7
"6548","20902152425",15,0,7,6,3,3,0,3,4,6
"6549","20902152501",8,6,5,0,4,7,0,3,7,4
"6550","20902152502",4,0,0,0,0,5,0,4,0,0
"6551","20902152503",12,0,4,0,11,5,3,0,5,8
"6552","20902152504",10,0,0,0,10,7,3,3,7,9
"6553","20902152505",5,0,3,0,0,0,3,6,4,0
"6554","20902152506",11,3,6,6,3,9,7,10,3,0
"6555","20902152507",9,4,0,3,4,8,7,0,6,4
"6556","20902152508",13,4,0,0,4,6,0,4,5,4
"6557","20902152509",0,0,0,0,0,0,3,5,5,12
"6558","20902152510",0,0,3,0,4,0,0,6,0,0
"6559","20902152511",13,0,0,0,4,0,3,0,3,0
"6560","20902152512",12,3,5,4,6,3,3,6,0,0
"6561","20902152513",18,5,10,0,5,5,7,8,0,5
"6562","20902152514",13,3,0,0,4,4,0,0,5,7
"6563","20902152515",16,3,6,0,4,6,0,0,0,11
"6564","20902152516",13,0,0,3,6,8,3,3,0,7
"6565","20902152517",13,3,5,4,3,3,7,4,9,3
"6566","20902152518",14,0,3,3,4,6,7,9,5,3
"6567","20902152519",13,0,0,0,7,3,6,0,7,0
"6568","20902152520",10,5,0,0,6,3,0,0,3,3
"6569","20902152521",21,4,8,0,11,8,5,0,10,9
"6570","20902152522",17,0,0,0,4,4,4,6,6,10
"6571","20902152523",0,0,0,0,0,0,0,0,0,0
"6572","20902152524",18,0,8,5,0,6,8,7,6,6
"6573","20902152525",8,3,0,3,0,4,3,4,9,5
"6574","20902152526",17,0,4,0,0,3,9,3,6,3
"6575","20902152527",8,0,0,0,4,4,0,4,0,0
"6576","20902152528",7,7,3,3,5,5,8,5,3,11
"6577","20902152601",9,5,0,0,0,10,5,5,5,8
"6578","20902152602",6,0,0,4,5,3,4,5,3,12
"6579","20902152603",12,0,5,0,3,0,5,5,5,5
"6580","20902152604",10,4,4,8,5,4,6,5,6,4
"6581","20902152605",9,8,5,0,9,6,6,5,6,0
"6582","20902152606",6,4,3,3,10,6,3,4,9,9
"6583","20902152607",10,0,8,4,8,4,11,3,0,7
"6584","20902152608",8,5,4,6,3,8,4,7,5,7
"6585","20902152609",3,0,3,7,3,5,3,3,6,4
"6586","20902152610",4,0,0,0,0,5,4,3,4,3
"6587","20902152611",5,0,0,0,4,0,8,8,10,3
"6588","20902152612",7,0,0,0,5,0,3,4,5,6
"6589","20902152613",9,0,11,3,12,4,3,8,10,10
"6590","20902152614",0,0,0,0,0,0,0,0,0,0
"6591","20902152615",4,0,0,0,0,9,6,3,8,9
"6592","20902152616",4,0,5,9,9,4,0,7,0,5
"6593","20902152617",11,14,8,4,11,9,8,11,12,4
"6594","20902152618",9,6,9,3,3,7,0,11,8,4
"6595","20902152619",0,3,0,0,0,3,0,3,0,0
"6596","20902152620",6,4,0,3,3,5,4,11,3,0
"6597","20902152621",0,0,0,0,0,0,0,0,0,0
"6598","20902152622",5,0,0,0,0,3,0,4,3,3
"6599","20902152623",3,3,0,0,5,7,8,5,0,0
"6600","20902152624",4,0,0,0,0,0,0,0,3,0
"6601","20902152625",11,0,4,4,9,5,5,4,5,0
"6602","20902152626",0,0,0,0,0,0,0,0,0,0
"6603","20902152627",0,0,0,0,0,4,0,5,3,4
"6604","20902152628",7,0,0,4,6,0,4,5,7,0
"6605","20902152629",9,6,8,0,3,0,4,0,0,6
"6606","20902152630",11,0,3,4,3,9,6,7,3,3
"6607","20902152631",8,0,4,3,0,4,5,9,4,7
"6608","20902152632",9,3,0,5,3,5,9,3,0,5
"6609","20902152633",14,0,3,0,5,4,6,13,4,8
"6610","20903120901",6,8,0,8,10,9,4,6,8,16
"6611","20903120902",10,0,0,0,0,4,6,0,0,0
"6612","20903120903",4,6,3,4,4,17,3,8,8,8
"6613","20903120904",12,4,7,3,10,7,5,0,3,5
"6614","20903120905",17,5,6,0,4,5,11,4,3,8
"6615","20903120906",20,5,5,6,6,6,3,3,3,6
"6616","20903120907",23,3,9,3,3,3,3,12,3,3
"6617","20903120908",16,8,6,6,3,9,7,6,7,7
"6618","20903120909",13,3,5,3,4,0,0,11,9,8
"6619","20903120910",21,6,3,5,5,3,7,3,3,3
"6620","20903120911",9,4,0,4,0,8,0,3,3,3
"6621","20903120912",10,3,0,5,4,7,4,0,3,0
"6622","20903120913",16,0,0,3,0,7,6,9,12,9
"6623","20903120914",11,3,4,3,7,0,8,7,0,5
"6624","20903120915",3,4,6,7,9,10,5,0,10,5
"6625","20903120916",20,9,3,12,11,7,4,6,3,5
"6626","20903120917",11,0,0,14,6,7,8,6,11,5
"6627","20903120918",5,8,4,8,6,13,4,3,3,5
"6628","20903120919",13,8,6,0,16,11,3,11,6,9
"6629","20903120920",4,0,8,3,7,10,7,6,0,9
"6630","20903120921",15,0,4,4,9,9,5,5,9,0
"6631","20903120922",15,9,3,5,8,9,3,11,8,10
"6632","20903120923",4,12,6,0,6,5,3,3,7,4
"6633","20903120924",15,4,4,12,8,8,4,13,3,8
"6634","20903120925",9,0,0,5,9,4,9,6,9,6
"6635","20903120926",7,7,0,5,3,7,6,0,3,0
"6636","20903120927",5,0,0,4,6,3,3,3,0,7
"6637","20903120928",4,11,7,0,5,8,3,3,3,0
"6638","20903120929",21,4,8,3,7,3,6,3,3,3
"6639","20903120930",11,6,9,3,7,3,5,4,12,7
"6640","20903120931",17,8,15,4,11,14,9,11,4,6
"6641","20903120932",7,3,0,0,4,6,5,0,0,0
"6642","20903120933",21,11,11,7,5,3,5,10,4,5
"6643","20903120934",30,7,9,5,5,4,3,0,0,4
"6644","20903120935",9,6,5,9,0,7,4,3,9,3
"6645","20903120936",14,5,3,6,6,9,9,6,10,7
"6646","20903120937",10,3,0,6,5,7,3,7,0,4
"6647","20903120938",12,7,3,5,7,5,9,3,6,0
"6648","20903120939",21,7,5,7,9,9,9,4,3,3
"6649","20903120940",8,6,7,5,0,3,6,6,0,5
"6650","20903120941",4,7,9,5,4,4,6,10,3,8
"6651","20903120942",19,7,8,0,13,13,5,9,8,10
"6652","20903120943",7,0,0,8,4,9,9,12,9,12
"6653","20903120944",23,7,3,8,5,4,0,5,3,14
"6654","20903120945",14,8,11,11,4,8,5,9,6,0
"6655","20903120946",3,0,12,5,5,6,4,3,4,4
"6656","20903120947",15,4,3,4,3,8,0,7,4,5
"6657","20903120948",0,0,0,4,6,0,0,9,0,0
"6658","20903120949",18,0,4,0,4,5,9,9,6,8
"6659","20903120950",20,10,5,6,7,9,13,10,6,5
"6660","20903120951",15,17,0,4,3,3,7,3,6,4
"6661","20903120952",13,9,3,0,4,3,4,0,4,3
"6662","20903120953",10,0,0,0,7,5,3,9,13,0
"6663","20903120954",15,0,7,3,3,3,5,8,9,6
"6664","20903120955",17,0,0,8,8,10,3,4,5,3
"6665","20903120956",10,5,0,5,8,7,9,6,3,5
"6666","20903120957",8,11,3,0,4,5,6,4,0,3
"6667","20903120958",15,3,5,13,7,15,9,7,4,12
"6668","20903120959",7,0,0,3,3,6,0,5,3,0
"6669","20903120960",10,3,8,10,9,5,9,3,13,0
"6670","20903121001",13,0,0,5,3,6,5,7,0,4
"6671","20903121002",11,3,21,3,9,13,6,8,11,15
"6672","20903121003",0,3,3,0,7,0,8,0,5,9
"6673","20903121004",15,3,4,3,3,3,3,4,9,4
"6674","20903121005",0,0,5,5,3,3,4,0,8,0
"6675","20903121006",7,0,3,11,9,6,10,5,0,8
"6676","20903121007",8,6,4,0,4,7,0,6,0,0
"6677","20903121008",7,4,7,0,0,8,9,6,0,4
"6678","20903121009",9,0,6,0,8,4,6,8,3,4
"6679","20903121010",7,3,0,0,8,8,4,3,8,8
"6680","20903121101",4,6,9,8,0,5,3,3,0,3
"6681","20903121102",7,3,3,0,10,7,9,9,10,14
"6682","20903121103",14,9,7,0,7,0,8,5,0,3
"6683","20903121104",0,0,0,4,6,6,3,3,3,6
"6684","20903121105",9,0,0,0,3,3,4,3,4,3
"6685","20903121106",18,4,14,3,9,6,14,9,4,11
"6686","20903121107",0,0,4,0,9,8,8,4,6,3
"6687","20903121108",0,6,0,0,0,0,4,0,0,0
"6688","20903121109",0,3,3,4,0,3,3,4,0,3
"6689","20903121110",0,0,4,11,6,8,0,8,8,5
"6690","20903121111",0,5,0,0,0,0,4,0,8,7
"6691","20903121112",3,0,0,0,4,6,0,3,0,3
"6692","20903121201",16,3,3,4,4,6,0,10,8,0
"6693","20903121202",3,0,4,3,3,0,9,0,11,0
"6694","20903121203",0,0,0,0,5,5,0,7,0,6
"6695","20903121204",12,0,4,0,6,8,4,3,8,0
"6696","20903121205",8,4,0,3,9,0,0,0,0,3
"6697","20903121206",10,0,3,8,11,6,0,5,0,3
"6698","20903121207",15,7,0,5,3,0,7,4,0,10
"6699","20903121208",5,0,6,0,5,4,5,4,6,0
"6700","20903121209",0,0,0,0,0,0,0,0,0,0
"6701","20903121210",0,0,0,0,0,0,0,0,0,0
"6702","20903121211",15,5,0,4,6,0,4,0,0,0
"6703","20903121212",14,6,8,0,6,4,5,11,9,6
"6704","20903121213",11,6,3,0,9,5,7,3,12,0
"6705","20903121214",8,3,16,6,3,6,3,3,3,6
"6706","20903121215",0,3,0,8,9,9,5,7,3,0
"6707","20903121216",0,0,0,4,7,4,5,3,3,0
"6708","20903121217",8,4,4,0,0,4,3,0,3,0
"6709","20903121218",9,0,3,0,5,0,4,0,3,0
"6710","20903121219",0,0,3,0,5,0,4,6,5,3
"6711","20903121220",8,0,3,0,3,3,4,3,3,3
"6712","20903121301",28,14,13,14,11,15,7,7,3,10
"6713","20903121302",24,8,11,3,0,9,7,4,4,5
"6714","20903121303",14,4,3,4,3,4,4,5,0,0
"6715","20903121304",24,5,4,13,5,6,18,12,6,13
"6716","20903121305",19,4,12,11,6,5,10,10,13,3
"6717","20903121306",18,4,3,4,11,0,4,3,4,3
"6718","20903121307",10,7,7,5,6,7,9,11,5,4
"6719","20903121308",3,5,0,6,6,3,6,4,3,7
"6720","20903121309",6,3,0,4,4,4,5,9,6,0
"6721","20903121310",9,0,7,0,4,0,3,5,7,7
"6722","20903121311",46,16,18,10,10,17,25,16,9,14
"6723","20903121312",0,0,0,3,0,3,7,0,4,4
"6724","20903121313",16,14,0,8,3,3,7,3,8,7
"6725","20903121314",10,0,0,7,3,5,6,3,0,5
"6726","20903121315",15,0,0,3,4,4,0,5,0,3
"6727","20903121316",0,3,0,6,0,5,5,3,3,0
"6728","20903121317",3,0,0,3,4,3,3,0,0,5
"6729","20903121318",30,16,12,12,23,19,14,23,6,22
"6730","20903121319",10,0,0,9,3,6,3,3,0,3
"6731","20903121320",13,7,0,0,0,0,3,4,0,3
"6732","20903121321",8,4,0,0,4,0,6,3,0,0
"6733","20903121322",8,3,4,0,0,0,0,3,0,4
"6734","20903121323",4,5,6,3,7,4,4,0,6,3
"6735","20903121324",12,0,0,3,0,3,0,4,4,5
"6736","20903121325",28,8,3,7,5,10,3,3,14,9
"6737","20903121401",16,5,13,12,6,7,4,9,9,3
"6738","20903121402",16,4,9,3,5,4,0,3,3,8
"6739","20903121403",18,6,6,0,4,3,4,3,0,9
"6740","20903121404",20,0,4,9,4,12,8,7,11,7
"6741","20903121405",16,3,10,11,9,6,9,12,11,3
"6742","20903121406",19,5,0,0,9,6,6,11,9,13
"6743","20903121407",22,11,7,7,5,10,5,12,3,8
"6744","20903121408",24,7,3,10,6,11,10,15,12,4
"6745","20903121409",19,7,0,8,7,3,0,7,5,6
"6746","20903121410",24,8,3,3,5,5,9,10,5,7
"6747","20903121411",18,7,7,15,7,11,6,7,7,9
"6748","20903121412",24,3,9,8,6,4,8,9,5,6
"6749","20903121413",15,0,0,3,5,5,3,0,3,3
"6750","20903121414",20,0,7,3,8,6,5,3,5,9
"6751","20903121415",3,7,4,8,4,4,6,6,0,0
"6752","20903121416",21,12,6,4,10,5,6,5,3,3
"6753","20903121417",16,6,8,11,4,10,4,12,7,5
"6754","20903121501",3,3,0,0,3,4,5,0,3,6
"6755","20903121502",16,6,0,3,6,5,5,7,4,6
"6756","20903121503",28,6,5,7,11,3,9,3,7,9
"6757","20903121504",3,0,4,3,4,0,5,5,6,0
"6758","20903121505",12,6,0,4,0,10,4,3,8,13
"6759","20903121506",0,0,0,0,0,0,0,0,0,0
"6760","20903121507",26,0,9,7,0,5,4,7,5,8
"6761","20903121508",10,8,0,3,3,5,8,6,0,7
"6762","20903121509",27,13,8,8,6,9,11,6,6,12
"6763","20903121510",3,0,0,0,0,3,0,0,0,5
"6764","20903121511",3,6,13,8,0,0,0,16,7,5
"6765","20903121513",20,0,15,3,0,6,7,0,8,3
"6766","20903121514",17,4,0,9,0,10,4,4,5,3
"6767","20903121515",13,16,11,13,16,11,17,17,18,16
"6768","20903121516",0,3,3,7,3,7,5,0,3,4
"6769","20903121517",24,16,7,9,13,5,9,10,0,3
"6770","20903121518",6,6,3,0,5,8,9,3,8,3
"6771","20903121519",37,19,11,11,13,9,13,10,8,12
"6772","20903121520",22,7,0,0,8,0,9,0,5,0
"6773","20903121521",14,9,4,12,8,6,10,3,9,5
"6774","20903121522",40,13,19,16,17,8,11,10,8,8
"6775","20903121523",7,9,0,5,4,6,8,4,4,9
"6776","20903121524",17,0,0,3,0,0,3,0,4,6
"6777","20903121525",14,8,0,4,6,13,8,9,18,9
"6778","20903121526",3,5,0,6,10,4,10,3,3,4
"6779","20903121527",18,11,5,0,3,0,6,4,9,5
"6780","20903121528",3,0,0,0,3,0,0,7,4,3
"6781","20903121529",13,3,11,12,9,7,3,8,6,7
"6782","20903121530",18,7,11,12,11,14,18,12,13,12
"6783","20903121531",15,3,0,0,13,9,5,11,7,11
"6784","20903121532",9,7,0,5,0,8,3,8,0,3
"6785","20903121533",8,3,6,0,4,0,0,0,0,6
"6786","20903121534",9,4,0,4,8,3,0,7,3,0
