"","sa1reg","2021","2022","2023","2024","2025","2026","2027","2028","2029","2030"
"14217","21402138522",12,9,7,9,8,8,0,4,0,0
"14218","21402138523",5,6,6,0,0,0,5,5,5,6
"14219","21402138524",4,0,3,0,0,3,3,3,0,5
"14220","21402138525",11,0,3,3,0,8,4,10,0,0
"14221","21402138526",4,4,6,0,3,8,5,4,0,5
"14222","21402138527",27,6,10,5,7,16,15,5,16,7
"14223","21402138528",22,11,5,3,3,3,7,7,5,6
"14224","21402138529",20,4,14,4,10,12,12,9,11,9
"14225","21402138530",4,5,7,12,3,0,6,3,4,4
"14226","21402138531",15,0,5,7,3,9,3,8,8,0
"14227","21402138532",18,7,0,5,4,4,4,6,5,3
"14228","21402138533",4,5,0,3,6,3,0,9,6,9
"14229","21402138534",11,6,3,8,8,6,4,5,3,0
"14230","21402138535",18,3,9,0,4,0,8,8,4,11
"14231","21402138536",11,0,6,6,5,6,0,0,6,3
"14232","21402138537",19,16,11,8,11,10,13,6,11,8
"14233","21402138538",11,9,6,0,4,9,0,0,0,0
"14234","21402138539",5,5,3,4,3,11,3,8,3,3
"14235","21402138540",15,0,4,4,0,3,5,4,4,5
"14236","21402138541",19,0,0,0,0,9,8,0,3,6
"14237","21402138542",14,0,3,9,6,6,5,8,3,5
"14238","21402138543",12,3,4,4,4,9,6,3,3,6
"14239","21402138544",3,4,5,0,5,3,3,0,4,0
"14240","21402138545",0,6,0,3,3,4,5,3,9,0
"14241","21402138546",12,3,0,9,3,10,0,7,3,3
"14242","21402138547",13,3,3,0,3,0,0,0,0,3
"14243","21402159101",0,0,0,0,0,0,0,0,0,0
"14244","21402159102",0,0,0,0,0,0,0,0,0,0
"14245","21402159103",9,0,0,3,9,3,6,4,7,8
"14246","21402159104",5,0,0,4,3,4,8,7,3,7
"14247","21402159105",0,5,0,3,12,6,5,8,4,11
"14248","21402159106",10,3,8,11,9,11,9,7,8,3
"14249","21402159107",18,4,5,14,0,7,3,3,9,4
"14250","21402159108",4,3,0,3,6,5,5,6,3,5
"14251","21402159109",33,9,14,11,15,11,19,10,13,11
"14252","21402159110",18,0,5,5,10,8,8,9,6,9
"14253","21402159111",8,0,3,4,4,3,3,6,3,4
"14254","21402159112",0,0,0,0,0,0,0,0,0,0
"14255","21402159113",10,0,0,0,0,5,3,0,7,0
"14256","21402159114",8,7,0,0,3,0,0,3,3,3
"14257","21402159115",27,0,11,7,11,14,4,7,7,3
"14258","21402159116",23,7,20,7,10,4,10,12,6,7
"14259","21402159117",17,4,5,12,16,8,10,10,6,9
"14260","21402159118",7,0,3,3,4,3,4,9,3,13
"14261","21402159119",9,3,4,4,5,9,4,7,4,5
"14262","21402159120",7,0,3,3,8,0,0,5,4,5
"14263","21402159121",8,4,0,9,11,8,4,7,4,11
"14264","21402159122",13,0,4,4,7,10,9,3,8,6
"14265","21402159123",12,0,6,12,5,6,7,5,9,4
"14266","21402159124",3,0,0,0,0,0,0,0,8,0
"14267","21402159125",20,4,12,4,6,4,4,12,13,11
"14268","21402159126",16,6,10,4,11,5,9,15,6,10
"14269","21402159127",14,6,7,9,3,6,5,4,4,0
"14270","21402159128",29,3,17,3,8,8,9,14,8,10
"14271","21402159129",15,0,4,10,9,5,6,12,4,5
"14272","21402159130",7,6,16,5,10,10,4,7,9,3
"14273","21402159131",0,0,3,0,0,3,9,4,3,0
"14274","21402159132",11,6,0,4,6,6,3,4,7,4
"14275","21402159133",0,7,0,0,4,4,3,3,7,3
"14276","21402159134",0,3,10,7,6,11,6,4,9,3
"14277","21402159135",14,6,5,9,9,9,0,8,4,9
"14278","21402159136",4,4,3,3,10,3,9,0,4,0
"14279","21402159201",14,0,0,0,4,0,0,4,6,3
"14280","21402159202",8,0,4,3,10,5,4,5,0,10
"14281","21402159203",0,0,0,3,0,3,8,5,0,0
"14282","21402159204",3,0,0,0,0,0,0,0,0,0
"14283","21402159205",16,3,0,6,9,0,4,6,0,3
"14284","21402159206",9,4,4,9,3,4,4,3,9,4
"14285","21402159207",11,3,0,5,5,8,6,5,0,7
"14286","21402159208",0,0,0,0,0,0,0,0,0,0
"14287","21402159209",17,3,5,0,8,3,4,4,3,5
"14288","21402159210",3,0,4,0,8,7,3,4,0,0
"14289","21402159211",7,0,5,5,6,3,0,3,4,7
"14290","21402159212",8,0,0,4,7,6,5,0,0,0
"14291","21402159213",11,0,0,4,8,3,5,3,0,6
"14292","21402159214",19,0,0,0,0,3,0,3,4,5
"14293","21402159215",3,0,0,0,5,0,0,3,0,4
"14294","21402159216",8,0,0,0,0,3,0,4,6,4
"14295","21402159217",3,0,0,5,5,7,5,5,3,0
"14296","21402159218",7,11,8,3,8,3,8,6,4,0
"14297","21402159219",0,4,0,0,3,7,9,5,4,3
"14298","21402159220",20,0,6,4,3,16,5,12,9,4
"14299","21402159221",11,3,0,0,6,3,6,4,0,3
"14300","21402159222",12,7,0,3,7,4,0,3,3,3
"14301","21402159223",13,0,3,5,4,7,3,0,4,0
"14302","21501138601",0,4,0,0,0,0,3,4,3,0
"14303","21501138602",3,0,4,0,4,7,0,3,3,3
"14304","21501138603",9,0,0,0,9,5,0,4,4,8
"14305","21501138604",10,4,5,0,0,8,3,4,7,3
"14306","21501138605",0,0,0,0,4,3,3,4,0,6
"14307","21501138606",11,0,0,0,3,5,3,3,3,0
"14308","21501138607",0,5,3,0,8,0,0,0,0,7
"14309","21501138608",5,4,4,0,5,6,5,0,0,6
"14310","21501138609",0,0,3,3,0,5,0,5,0,6
"14311","21501138610",11,0,0,0,0,3,3,6,3,0
"14312","21501138611",0,0,0,0,4,0,0,0,6,4
"14313","21501138612",12,5,4,4,6,0,3,3,8,10
"14314","21501138613",14,3,9,0,4,0,7,0,4,0
"14315","21501138614",16,8,7,4,7,4,10,11,6,6
"14316","21501138615",5,5,0,5,5,3,3,8,3,3
"14317","21501138616",4,0,5,0,3,9,4,3,4,4
"14318","21501138617",0,4,0,4,6,5,0,3,0,0
"14319","21501138618",6,0,0,0,0,3,0,5,7,0
"14320","21501138619",4,9,0,0,0,0,3,4,0,0
"14321","21501138620",6,3,0,0,4,3,4,3,4,0
"14322","21501138621",0,3,3,9,0,5,7,0,5,5
"14323","21501138622",3,4,8,12,6,3,0,4,5,4
"14324","21501138623",11,4,3,5,5,5,9,3,0,0
"14325","21501138624",0,0,0,0,0,0,0,0,0,0
"14326","21501138701",0,5,5,5,5,6,10,0,5,10
"14327","21501138702",9,0,3,7,7,3,3,5,6,4
"14328","21501138703",0,0,0,7,0,0,4,4,3,0
"14329","21501138704",0,0,0,0,10,5,9,5,6,3
"14330","21501138705",0,0,3,0,0,5,5,0,5,7
"14331","21501138706",0,0,0,0,5,4,6,5,3,3
"14332","21501138707",0,0,0,0,7,4,0,8,6,3
"14333","21501138708",4,0,0,0,0,3,8,4,3,10
"14334","21501138709",0,0,3,0,0,0,0,6,3,0
"14335","21501138710",3,0,0,0,3,0,5,0,5,0
"14336","21501138801",4,10,0,0,6,13,9,5,8,7
"14337","21501138802",0,0,3,0,0,13,3,5,6,3
"14338","21501138803",0,0,0,0,0,0,3,0,0,0
"14339","21501138804",9,5,4,4,5,8,8,9,6,3
"14340","21501138805",13,3,0,3,6,0,11,5,3,8
"14341","21501138806",9,3,3,6,8,6,0,7,6,8
"14342","21501138807",0,4,13,3,7,8,7,12,5,8
"14343","21501138808",6,0,0,4,0,8,0,3,8,0
"14344","21501138809",5,0,3,0,0,0,0,4,4,0
"14345","21501138810",10,0,8,12,0,11,8,12,6,9
"14346","21501138811",0,3,7,0,0,5,9,7,9,11
"14347","21501138812",10,0,8,0,4,7,3,8,5,4
"14348","21501138813",8,6,9,3,5,8,4,4,10,8
"14349","21501138814",5,3,3,5,8,3,0,4,8,7
"14350","21501138815",6,6,5,7,6,8,4,3,3,8
"14351","21501138816",0,0,4,11,11,6,9,3,3,5
"14352","21501138817",17,12,8,17,13,16,7,14,15,13
"14353","21501138818",8,4,11,12,10,14,6,13,11,4
"14354","21501138819",4,5,4,6,14,0,6,0,9,4
"14355","21501138820",3,6,3,0,7,4,4,6,0,0
"14356","21501138821",15,0,0,13,6,7,5,0,9,9
"14357","21501138822",3,0,6,8,9,4,3,0,4,6
"14358","21501138823",15,10,3,8,7,9,6,9,15,3
"14359","21501138824",0,10,10,8,11,14,13,0,11,12
"14360","21501138825",3,6,0,3,0,5,0,0,3,3
"14361","21501138826",9,3,3,3,0,9,6,6,3,4
"14362","21501138827",6,3,5,0,6,10,3,6,0,6
"14363","21501138828",19,11,14,16,14,8,11,15,16,16
"14364","21501138829",6,0,12,7,5,10,9,7,9,11
"14365","21501138830",3,0,7,0,10,4,6,10,3,8
"14366","21501138831",0,0,3,0,3,0,0,5,0,0
"14367","21501138832",11,0,0,4,0,0,3,3,0,5
"14368","21501138833",15,4,0,6,3,5,5,0,3,0
"14369","21501138834",4,8,0,5,12,5,4,9,3,0
"14370","21501138835",0,3,3,0,8,3,4,0,7,0
"14371","21501138836",3,4,0,7,4,3,0,11,9,4
"14372","21501138837",12,3,0,3,5,5,6,0,5,8
"14373","21501138901",0,0,6,0,3,0,0,4,3,6
"14374","21501138902",3,0,3,0,4,4,3,0,3,0
"14375","21501138903",9,0,0,9,5,11,5,9,3,0
"14376","21501138904",3,8,0,3,9,3,5,10,9,3
"14377","21501138905",0,4,3,0,7,0,0,0,0,4
"14378","21501138906",0,4,0,0,0,0,0,0,0,0
"14379","21501138907",6,0,0,5,3,3,3,0,0,3
"14380","21501138908",4,0,0,0,9,7,5,5,10,5
"14381","21501138909",26,4,6,0,3,6,0,0,0,0
"14382","21501138910",10,3,3,0,0,4,3,7,3,8
"14383","21501138911",24,3,3,3,8,3,11,0,6,6
"14384","21501138912",0,4,5,7,5,3,9,5,0,3
"14385","21501139001",8,4,10,3,0,0,11,5,6,7
"14386","21501139002",0,0,5,0,0,0,6,4,3,0
"14387","21501139003",10,0,0,0,4,3,3,7,0,9
"14388","21501139004",4,0,0,0,0,3,4,0,4,0
"14389","21501139005",0,0,0,0,0,3,0,0,7,0
"14390","21501139006",0,0,0,0,0,0,4,0,6,0
"14391","21501139007",5,0,5,5,5,4,0,6,9,4
"14392","21501139008",0,0,0,0,0,0,0,0,0,0
"14393","21501139009",0,4,0,0,6,0,3,3,5,0
"14394","21501139010",7,0,0,0,5,0,11,6,8,5
"14395","21501139011",5,0,0,0,0,0,3,0,4,4
"14396","21501139012",0,6,0,3,3,3,6,0,3,0
"14397","21501139013",3,0,0,5,0,3,9,11,4,3
"14398","21501139014",5,0,0,0,0,0,6,0,0,0
"14399","21501139015",0,7,0,0,0,4,4,4,0,4
"14400","21501139016",10,4,3,0,0,0,0,0,0,3
"14401","21501139017",0,0,0,0,6,0,3,8,0,0
"14402","21501139018",0,0,0,0,0,3,0,0,0,0
"14403","21501139019",3,6,3,4,3,6,4,0,0,3
"14404","21501139020",3,4,0,3,0,9,0,0,0,3
"14405","21501139021",0,3,0,0,3,0,7,3,0,9
"14406","21501139022",0,0,0,3,3,0,7,0,4,5
"14407","21501139023",0,0,0,0,3,5,0,0,0,0
"14408","21501139024",0,0,0,0,7,0,0,3,0,0
"14409","21501139025",0,3,0,0,0,0,0,0,0,0
"14410","21501139026",12,7,0,0,0,3,3,0,0,4
"14411","21501139027",7,0,3,0,0,0,0,6,3,4
"14412","21501139028",4,3,0,0,4,0,0,0,0,0
"14413","21501139029",3,0,5,0,5,0,0,4,0,0
"14414","21501139030",0,0,0,0,0,0,0,0,0,0
"14415","21501139101",0,3,0,0,0,0,0,0,0,5
"14416","21501139102",15,0,3,0,5,7,0,3,3,3
"14417","21501139103",8,13,4,0,4,4,7,8,4,9
"14418","21501139104",6,3,0,0,4,5,0,0,8,3
"14419","21501139105",4,4,0,0,0,9,3,5,4,0
"14420","21501139106",4,0,0,0,0,0,5,3,6,5
"14421","21501139107",0,0,0,4,0,8,14,6,3,6
"14422","21501139108",0,0,0,5,3,3,0,5,0,5
"14423","21501139109",0,0,0,0,4,0,3,3,3,6
"14424","21501139110",5,4,0,0,10,5,0,4,0,3
"14425","21501139201",3,0,0,0,0,0,0,0,0,0
"14426","21501139202",6,0,3,0,3,4,4,4,0,7
"14427","21501139203",3,0,4,8,3,3,8,0,0,0
"14428","21501139204",5,4,4,3,6,0,0,7,0,0
"14429","21501139205",5,0,0,3,7,3,3,5,0,0
"14430","21501139206",0,0,0,0,5,6,3,3,5,0
"14431","21501139207",5,0,0,0,0,0,0,0,3,3
"14432","21501139208",3,6,0,3,0,0,7,3,0,0
"14433","21501139209",8,4,0,3,10,3,0,0,3,3
"14434","21501139210",12,3,0,5,4,5,3,11,4,3
"14435","21501139211",3,0,3,9,9,9,5,8,0,0
"14436","21501139212",0,6,3,0,5,3,5,3,3,3
"14437","21501139213",9,4,0,6,3,3,0,0,3,0
"14438","21501139214",0,3,0,0,3,5,4,0,3,4
"14439","21501139215",0,3,0,0,3,0,3,3,0,3
"14440","21501139216",9,7,4,0,5,0,3,0,4,0
"14441","21501139217",5,0,3,0,5,0,4,6,5,0
"14442","21501139218",8,4,5,0,5,4,0,0,6,3
"14443","21501139219",11,4,0,3,0,0,4,0,6,4
"14444","21501139220",3,0,9,0,3,9,0,3,9,9
"14445","21501139221",0,4,0,0,3,8,0,3,5,9
"14446","21501139222",8,0,0,3,0,3,4,3,3,5
"14447","21501139223",8,3,3,0,0,0,0,0,0,4
"14448","21501139224",0,3,0,3,0,4,0,3,0,3
"14449","21501139225",0,4,0,0,3,7,0,3,4,8
"14450","21501139226",0,3,3,0,6,0,6,0,0,4
"14451","21501139301",0,0,4,0,3,3,4,6,0,3
"14452","21501139302",0,6,0,0,0,4,0,3,4,3
"14453","21501139303",0,6,3,0,3,3,3,7,4,0
"14454","21501139304",0,0,0,0,5,4,0,6,0,3
"14455","21501139305",11,0,7,0,7,4,5,8,0,6
"14456","21501139306",0,0,0,0,0,3,6,0,0,3
"14457","21501139307",6,0,3,0,0,7,3,3,0,3
"14458","21501139308",0,0,0,0,0,0,0,0,0,0
"14459","21501139309",4,0,0,0,3,0,0,3,0,3
"14460","21501139310",0,3,3,8,6,5,7,3,8,6
"14461","21501139401",3,0,0,0,7,7,4,5,6,7
"14462","21501139402",0,3,0,0,6,3,3,6,0,7
"14463","21501139403",7,3,8,3,3,0,4,4,4,0
"14464","21501139404",5,0,0,9,8,3,4,10,11,10
"14465","21501139405",6,6,0,0,4,0,4,0,6,11
"14466","21501139406",5,4,3,4,5,6,4,6,0,3
"14467","21501139407",5,3,3,0,6,9,15,5,7,6
"14468","21501139408",0,9,7,0,3,4,0,3,3,7
"14469","21501139409",0,0,0,5,8,0,4,6,0,9
"14470","21501139410",3,4,4,6,0,8,3,6,3,4
"14471","21501139411",7,0,9,5,6,4,6,3,5,0
"14472","21501139412",0,0,3,0,10,0,4,4,9,3
"14473","21501139413",0,0,4,3,0,5,7,6,4,0
"14474","21501139414",0,0,0,0,0,6,0,0,0,6
"14475","21501139415",0,0,3,4,3,3,7,0,3,3
"14476","21501139416",0,0,0,0,0,0,0,0,0,0
"14477","21501139417",0,0,0,0,0,0,0,0,0,0
"14478","21501139418",0,0,0,0,0,0,0,0,0,0
"14479","21501139419",16,3,6,4,9,4,11,5,3,0
"14480","21501139420",0,5,0,0,8,3,4,4,4,0
"14481","21501139421",0,0,0,0,0,0,0,4,3,0
"14482","21502139501",11,11,4,3,3,5,0,7,7,9
"14483","21502139502",15,4,0,7,5,10,8,11,4,11
"14484","21502139503",4,0,0,4,7,7,5,9,7,0
"14485","21502139505",0,5,5,0,5,4,4,3,0,7
"14486","21502139506",19,3,15,10,7,14,4,15,7,3
"14487","21502139507",11,14,3,3,9,5,11,9,10,9
"14488","21502139508",4,9,11,9,10,6,10,9,3,6
"14489","21502139509",0,0,0,0,0,0,0,3,0,3
"14490","21502139511",0,0,0,0,6,3,5,0,0,5
"14491","21502139512",7,0,3,5,12,11,15,19,9,8
"14492","21502139513",3,11,4,3,7,8,17,10,10,3
"14493","21502139514",0,4,3,4,3,5,6,0,4,0
"14494","21502139515",12,0,0,6,0,0,0,3,3,0
"14495","21502139516",7,0,11,5,11,0,4,0,11,0
"14496","21502139517",8,11,4,0,5,5,4,4,8,3
"14497","21502139518",0,0,0,0,0,0,0,0,0,0
"14498","21502139519",0,0,0,0,0,0,0,0,0,0
"14499","21502139520",0,0,0,0,0,0,0,0,0,0
"14500","21502139521",11,0,7,3,11,10,12,14,9,10
"14501","21502139522",12,11,3,12,4,3,8,3,10,8
"14502","21502139523",18,5,4,7,11,9,15,7,11,10
"14503","21502139524",0,0,0,0,0,3,3,10,0,4
"14504","21502139601",4,0,6,0,3,0,7,0,4,6
"14505","21502139602",7,6,0,0,4,0,4,0,4,0
"14506","21502139603",0,4,3,0,12,5,10,9,3,8
"14507","21502139604",0,0,3,0,3,6,5,0,0,4
"14508","21502139605",17,0,13,3,15,7,9,8,4,13
"14509","21502139606",14,3,7,8,12,11,9,8,16,8
"14510","21502139607",6,4,10,5,15,7,9,0,8,7
"14511","21502139608",5,0,5,0,6,7,3,0,3,0
"14512","21502139609",0,0,3,3,5,4,0,7,9,8
"14513","21502139610",0,0,0,0,0,0,0,0,0,3
"14514","21502139611",0,0,0,0,3,8,4,0,3,3
"14515","21502139612",10,9,4,6,6,4,5,4,7,10
"14516","21502139613",0,0,0,0,6,5,5,12,3,6
"14517","21502139614",4,3,3,0,11,9,8,4,3,3
"14518","21502139615",0,0,0,0,4,6,4,3,9,8
"14519","21502139801",0,0,0,0,0,0,3,3,0,5
"14520","21502139802",4,3,9,0,4,0,3,0,6,4
"14521","21502139803",0,5,8,0,6,8,6,7,7,3
"14522","21502139804",0,0,0,0,0,0,0,0,0,0
"14523","21502139805",0,0,0,0,0,0,0,0,0,0
"14524","21502139806",8,3,4,10,0,0,0,8,0,4
"14525","21502139807",0,0,3,0,5,3,0,0,3,3
"14526","21502139808",0,0,0,0,0,0,0,0,0,0
"14527","21502139809",0,0,0,0,0,0,0,5,5,0
"14528","21502139810",0,0,0,0,5,0,0,4,9,0
"14529","21502139811",9,8,6,12,4,7,4,12,8,3
"14530","21502139812",0,0,5,4,9,3,3,4,9,9
"14531","21502139813",4,0,0,0,4,0,3,0,3,4
"14532","21502139814",0,7,0,0,3,3,6,0,3,0
"14533","21502139815",5,6,4,10,9,3,10,12,11,4
"14534","21502139901",0,0,0,0,0,0,0,0,0,0
"14535","21502139902",7,4,0,3,6,3,3,6,0,4
"14536","21502139903",7,4,0,0,0,9,4,0,0,3
"14537","21502139904",0,0,3,0,6,3,0,9,5,0
"14538","21502139905",0,5,0,0,5,6,0,4,3,6
"14539","21502139906",4,3,0,5,4,5,10,3,0,0
"14540","21502139907",0,0,3,0,7,7,0,5,3,0
"14541","21502139908",7,4,7,0,5,5,6,6,3,8
"14542","21502139909",14,3,5,8,8,3,6,5,16,5
"14543","21502139910",4,5,6,0,9,5,7,7,3,5
"14544","21502139911",16,4,11,13,8,15,12,14,7,8
"14545","21502139912",6,3,3,5,8,0,9,7,0,3
"14546","21502139913",0,4,3,0,4,9,3,8,0,10
"14547","21502139914",19,8,6,6,3,8,9,3,7,10
"14548","21502139915",15,7,5,3,9,18,9,8,7,11
"14549","21502139916",0,0,4,3,0,3,7,4,4,9
"14550","21502139917",0,0,0,8,4,3,0,4,0,6
"14551","21502146901",11,7,8,6,5,10,8,0,3,4
"14552","21502146902",22,5,0,7,5,14,7,6,10,9
"14553","21502146903",8,3,0,6,6,3,6,0,9,0
"14554","21502146904",4,0,5,8,7,13,5,3,3,10
"14555","21502146905",3,0,0,0,3,5,0,4,7,9
"14556","21502146906",8,6,9,3,10,4,8,3,7,10
"14557","21502146907",0,3,4,0,9,4,0,3,0,3
"14558","21502146908",13,0,0,5,3,9,6,0,4,5
"14559","21502146909",0,0,0,0,0,4,3,0,3,4
"14560","21502146910",7,10,5,3,6,7,0,3,8,3
"14561","21502146911",13,4,12,11,6,9,8,8,10,7
"14562","21502146912",8,0,11,0,3,3,3,3,0,4
"14563","21502146913",4,0,0,0,3,3,3,0,0,0
"14564","21502146914",14,3,8,0,5,0,3,3,6,6
"14565","21502146915",13,0,6,0,4,10,0,6,4,3
"14566","21502146916",8,3,7,3,7,4,7,4,5,7
"14567","21502146917",7,7,0,3,4,0,5,0,3,5
"14568","21502146918",21,15,16,8,20,23,12,10,14,12
"14569","21502146919",3,0,0,4,0,0,3,4,0,3
"14570","21502146920",0,0,0,0,0,0,7,4,0,0
"14571","21502146921",0,4,0,0,3,0,0,3,0,0
"14572","21502146922",3,7,4,3,4,8,0,9,6,6
"14573","21502146923",17,3,9,12,9,10,8,11,14,10
"14574","21502146924",3,7,0,11,9,9,8,8,5,4
"14575","21502146925",4,3,0,0,0,6,4,4,4,4
"14576","21502146926",3,3,3,12,3,11,3,8,10,9
"14577","21502146927",3,3,5,5,7,0,8,4,10,6
"14578","21502146928",12,3,0,4,4,0,7,4,0,7
"14579","21502146929",3,0,6,0,11,3,4,0,4,0
"14580","21502146930",6,0,16,4,5,3,6,7,7,5
"14581","21502146931",0,0,0,0,0,0,3,3,0,5
"14582","21502146932",5,0,4,3,8,0,6,3,5,8
"14583","21502146933",0,3,10,7,5,8,6,5,7,7
"14584","21502146934",3,0,4,0,12,3,3,3,5,5
"14585","21502146935",19,11,7,10,11,7,6,9,12,7
"14586","21502146936",5,0,3,0,4,5,3,0,3,3
"14587","21502146937",11,0,3,11,4,0,5,11,0,3
"14588","21502146938",6,0,0,4,0,5,4,0,3,4
"14589","21502146939",3,0,0,5,3,9,8,0,5,0
"14590","21502146940",0,8,12,3,3,4,7,0,4,0
"14591","21502146941",5,0,0,3,0,3,3,0,13,4
"14592","21502146942",7,3,0,0,0,0,4,0,0,0
"14593","21502146943",5,16,7,7,14,8,8,13,6,12
"14594","21502146944",5,3,0,3,4,3,8,3,5,5
"14595","21502147001",16,0,3,9,4,4,9,9,4,0
"14596","21502147002",24,4,4,4,12,7,18,14,14,14
"14597","21502147003",17,4,5,0,4,9,6,3,0,5
"14598","21502147004",10,3,4,3,8,5,0,3,7,10
"14599","21502147005",15,8,3,15,8,11,4,3,9,6
"14600","21502147006",6,0,0,0,8,0,5,0,4,7
"14601","21502147007",15,6,5,4,9,13,4,12,4,9
"14602","21502147008",4,0,4,0,6,4,3,8,5,3
"14603","21502147009",0,3,4,0,0,0,4,4,9,3
"14604","21502147010",10,3,0,0,5,4,0,0,3,0
"14605","21502147011",37,22,6,5,11,11,13,19,16,16
"14606","21502147012",0,0,0,0,0,0,0,0,0,6
"14607","21502147013",24,10,19,9,12,8,8,11,10,17
"14608","21502147014",9,9,7,6,9,13,15,10,14,14
"14609","21502147015",11,3,3,0,5,3,8,7,0,6
"14610","21502147016",14,9,5,7,0,3,4,7,0,7
"14611","21502147017",3,13,10,3,9,8,12,9,9,7
"14612","21502147018",5,0,10,0,0,0,0,4,0,0
"14613","21502147019",24,10,13,15,16,14,10,7,8,15
"14614","21502147020",0,3,3,0,0,0,3,0,0,0
"14615","21502147021",3,0,3,3,5,0,4,3,0,0
"14616","21502147022",0,0,0,0,7,4,0,3,0,9
"14617","21502147023",9,4,0,3,3,3,3,3,5,12
"14618","21502147024",3,0,3,0,0,7,3,7,4,0
"14619","21502147025",0,3,0,3,0,0,0,0,3,5
"14620","21502147026",7,0,4,6,7,4,5,7,0,3
"14621","21502147027",38,17,8,12,19,13,20,16,25,18
"14622","21502147028",6,4,5,0,3,0,6,0,5,4
"14623","21502147029",13,0,0,0,4,5,7,8,7,3
"14624","21502147030",17,4,3,0,5,6,11,9,6,7
"14625","21502147031",3,0,9,6,5,4,8,4,8,6
"14626","21502147032",18,0,10,0,12,8,3,16,5,5
"14627","21503140001",0,0,0,0,3,0,5,0,4,0
"14628","21503140002",4,0,3,5,0,3,4,0,8,3
"14629","21503140003",0,0,0,6,4,4,0,9,0,3
"14630","21503140004",4,0,8,0,3,6,3,0,6,3
"14631","21503140005",0,0,0,0,0,5,6,0,3,0
"14632","21503140006",0,0,0,10,0,6,3,0,6,4
"14633","21503140007",3,4,0,0,6,6,0,0,7,3
"14634","21503140008",0,0,0,0,0,0,4,0,5,0
"14635","21503140009",0,3,0,3,0,3,3,4,4,3
"14636","21503140010",0,3,0,0,0,0,0,0,0,0
"14637","21503140011",9,7,6,0,6,8,8,3,0,0
"14638","21503140012",0,6,0,0,9,0,0,3,0,0
"14639","21503140013",0,0,0,0,10,0,0,4,9,0
"14640","21503140014",0,0,0,0,6,7,5,4,8,0
"14641","21503140015",8,6,0,6,4,0,4,0,0,5
"14642","21503140016",6,3,4,3,5,5,5,6,5,6
"14643","21503140017",7,0,0,5,0,5,3,7,5,6
"14644","21503140018",13,0,5,0,3,7,3,0,3,0
"14645","21503140019",3,5,0,0,3,9,3,3,3,4
"14646","21503140020",3,0,3,0,6,7,3,0,6,8
"14647","21503140021",0,0,0,3,0,0,0,0,0,0
"14648","21503140101",11,0,5,0,6,0,0,0,0,0
"14649","21503140102",4,0,0,4,0,0,0,0,0,3
"14650","21503140103",0,0,4,4,0,4,5,0,4,3
"14651","21503140104",0,5,0,0,9,3,6,4,0,0
"14652","21503140105",0,0,0,0,4,9,0,8,0,0
"14653","21503140106",6,3,0,9,3,0,0,3,3,13
"14654","21503140107",0,0,5,5,3,3,6,0,0,3
"14655","21503140108",0,0,0,3,4,3,10,0,4,3
"14656","21503140109",0,3,4,3,0,0,0,0,0,3
"14657","21503140110",8,3,4,5,6,5,0,8,4,11
"14658","21503140111",5,0,0,4,4,3,0,0,0,0
"14659","21503140112",0,0,0,0,7,0,3,7,0,0
"14660","21503140113",0,4,3,0,5,8,0,12,3,4
"14661","21503140114",0,4,9,6,3,8,0,4,9,8
"14662","21503140115",0,3,0,0,0,0,0,0,0,3
"14663","21503140116",8,0,0,0,4,3,3,7,3,4
"14664","21503140117",4,0,4,7,6,9,4,0,0,0
"14665","21503140118",3,0,3,3,0,4,3,6,3,4
"14666","21503140119",0,0,6,0,3,0,0,0,5,6
"14667","21503140120",0,0,0,4,6,3,4,4,11,3
"14668","21503140121",0,0,5,0,0,0,0,0,4,3
"14669","21503140122",4,3,4,0,0,0,7,4,4,7
"14670","21503140123",3,0,6,0,3,5,3,3,4,3
"14671","21503140201",4,6,0,4,5,6,0,9,4,4
"14672","21503140202",3,0,0,0,5,0,0,0,5,0
"14673","21503140203",5,0,0,4,0,0,9,0,4,0
"14674","21503140204",0,7,6,12,9,8,5,4,8,3
"14675","21503140205",0,0,3,3,6,3,0,9,3,5
"14676","21503140206",0,0,0,0,4,6,3,3,4,3
"14677","21503140207",0,0,0,0,0,3,0,0,0,7
"14678","21503140208",3,0,0,0,4,3,6,6,0,4
"14679","21503140209",0,0,0,0,7,6,8,5,4,6
"14680","21503140210",4,0,0,0,0,0,0,5,0,0
"14681","21503140211",0,0,0,0,0,0,0,0,0,0
"14682","21503140212",8,4,4,0,8,6,4,3,7,4
"14683","21503140213",3,0,4,4,5,0,3,9,7,4
"14684","21503140301",3,6,4,3,6,6,8,0,8,4
"14685","21503140302",0,3,3,0,7,4,3,8,6,9
"14686","21503140303",0,0,0,0,0,0,0,0,0,0
"14687","21503140304",0,0,0,0,0,0,0,0,0,4
"14688","21503140305",19,7,3,5,9,6,11,5,5,8
"14689","21503140306",3,5,7,0,3,3,4,5,5,3
"14690","21503140307",0,0,0,0,5,0,4,5,0,4
"14691","21503140308",5,0,0,3,0,6,0,5,8,9
"14692","21503140309",0,0,0,0,0,6,0,4,4,3
"14693","21503140310",0,0,8,0,5,0,9,7,5,0
"14694","21503140311",7,0,6,0,15,10,4,4,10,8
"14695","21503140312",0,0,0,0,0,0,0,0,0,0
"14696","21503140401",13,0,3,0,3,5,3,5,0,7
"14697","21503140402",24,5,3,0,4,11,4,6,7,4
