2021 Statistical Area Level 1 (SA1),Usual Resident Population,Score,Percentile within Australia
10201104015,211,1010.230099,52
10201104016,510,1067.991981,74
10201104017,681,915.5987174,20
10201104018,460,943.4418178,28
10201104019,475,909.7092032,19
10201104020,470,900.3659472,17
10201104021,471,881.4598168,13
10201104022,248,938.8043828,26
10201104023,291,883.4608094,13
10201104024,522,985.4010065,42
10201104025,324,923.6780947,22
10201104026,648,977.6076305,39
10201104027,328,926.0092587,23
10201104028,374,1017.294175,55
10201104029,445,944.5870039,28
10201104030,399,880.4373121,12
10201104031,393,907.8304069,18
10201104032,258,977.59329,39
10201104033,453,949.9788872,30
10201104034,569,970.1365925,37
10201104035,372,979.272249,40
10201104036,367,1004.500996,50
10201104037,325,921.6868583,22
10201104038,394,961.0693697,33
10201104039,667,961.9486075,34
10201104040,428,962.1376285,34
10201104041,346,939.4988448,27
10201104042,454,895.9673662,16
10201104043,524,996.0224298,47
10201104044,346,1009.629545,52
10201104045,476,924.8566004,23
10201104046,496,905.6988088,18
10201104047,516,970.1035429,37
10201104048,483,975.2020473,39
10201104049,463,943.9423166,28
10201104050,386,996.7356534,47
10201104051,487,1001.150205,49
10201104052,433,995.2113357,46
10201104053,519,925.8925244,23
10201104054,364,1039.341242,64
10201104055,525,1018.192861,55
10201104056,414,1076.051373,77
10201104057,607,1056.65645,70
10201104058,362,967.3377184,36
10201104101,515,1062.680791,72
10201104102,656,1058.200929,71
10201104103,411,1051.177336,68
10201104104,454,1087.642295,81
10201104105,402,1098.048343,84
10201104106,441,1100.011562,84
10201104107,267,1027.780912,59
10201104109,437,1063.0136,72
10201104110,486,1100.642892,84
10201104111,268,1099.742169,84
10201104112,533,1081.195758,79
10201104113,438,1139.145854,93
10201104114,627,1103.681444,85
10201104115,374,1137.538328,93
10201104116,405,1102.421956,85
10201104117,289,1082.130204,79
10201104119,499,1038.508374,63
10201104120,442,1055.791871,70
10201104121,1042,1045.909087,66
10201104122,335,1064.747981,73
10201104123,441,1028.825533,60
10201104124,436,1099.83164,84
10201104125,494,1082.594236,79
10201104201,500,900.9269198,17
10201104202,571,911.1859773,19
10201104203,310,982.4880625,41
10201104204,423,800.4700403,3
10201104205,557,900.9340645,17
10201104207,501,1074.420399,76
10201104208,531,956.5925227,32
10201104209,235,1036.203229,62
10201104210,406,1081.378627,79
10201104211,423,1104.392255,85
10201104213,658,941.4807451,27
10201104214,580,1064.229958,73
10201104215,386,887.3494404,14
10201104216,416,944.6630939,28
10201104217,508,940.3980642,27
10201104218,487,910.883471,19
10201104219,373,936.7720559,26
10201104220,543,925.8043115,23
10201104221,501,914.475029,20
10201104222,474,972.2687808,37
10201104223,352,865.7820828,10
10201104224,508,932.7322914,25
10201104225,463,943.8547601,28
10201104226,479,952.7958449,31
10201104227,418,904.7338678,17
10201104228,511,934.7134626,25
10201104229,357,890.4003456,14
10201104230,401,911.9816332,19
10201104231,616,904.2624629,17
10201104232,378,926.8718391,23
10201104233,471,994.3569148,46
10201104301,123,896.0752682,16
10201104302,357,940.2140168,27
10201104303,501,950.415995,30
10201104304,425,979.4259464,40
10201104305,350,955.8862184,32
10201104307,261,1019.308291,56
10201104308,317,1008.71391,52
10201104309,359,990.6319494,44
10201104310,212,908.4743757,18
10201104311,428,967.8131127,36
10201104312,696,873.7034085,11
10201104313,365,599.8440401,1
10201104314,211,938.3289508,26
10201104315,409,1002.076489,49
10201104316,366,909.7663297,19
10201104317,412,921.6649315,22
10201104318,383,956.1182247,32
10201104319,433,974.2028037,38
10201104320,465,969.0211005,36
10201104321,478,1078.90439,78
10201104322,320,995.9889123,47
10201104323,452,973.2702833,38
10201104324,511,1021.36351,57
10201104325,401,963.6726823,34
10201104326,579,1003.600898,50
10201104327,394,993.8746528,46
10201104328,272,1007.881603,51
10201104329,314,991.4408096,45
10201104330,631,960.9218725,33
10202104401,336,963.5983812,34
10202104402,357,977.5416833,39
10202104403,260,920.7888372,21
10202104404,688,988.3408928,44
10202104405,281,1002.357402,49
10202104406,265,996.0625486,47
10202104407,471,994.3835093,46
10202104408,331,986.9856012,43
10202104409,328,857.8738572,9
10202104410,214,824.1541635,5
10202104411,322,934.9875049,25
10202104412,656,1049.192311,67
10202104414,509,1014.538638,54
10202104415,452,923.7549749,22
10202104416,746,933.5029463,25
10202104417,602,929.5927486,24
10202104419,477,1008.803326,52
10202104420,312,983.1510472,42
10202104421,314,960.6751573,33
10202104422,482,990.1358962,44
10202104423,528,1033.841469,62
10202104424,305,899.4783908,16
10202104425,214,1048.981854,67
10202104426,449,1015.261456,54
10202104427,293,958.0739254,33
10202104428,387,953.227526,31
10202104429,525,984.3982895,42
10202104430,311,969.1881338,36
10202104431,285,994.7601969,46
10202104432,305,958.3970487,33
10202104433,348,951.6235451,30
10202104434,650,906.0794775,18
10202104435,327,1099.013681,84
10202104436,489,922.9123119,22
10202104437,332,968.2573172,36
10202104438,431,1073.881939,76
10202104439,422,1016.494092,55
10202104441,390,946.9215184,29
10202104442,388,969.2842938,36
10202104443,247,947.999721,29
10202104444,334,916.854883,20
10202104445,402,835.070721,6
10202104446,619,716.454582,1
10202104447,519,870.6040601,11
10202104448,409,902.9940498,17
10202104449,376,988.1120328,43
10202104450,405,1031.873681,61
10202104451,391,969.5148583,37
10202104452,224,979.1531985,40
10202104453,422,978.3473988,40
10202104454,224,996.1730375,47
10202104455,558,980.2073304,40
10202104456,450,1044.356347,66
10202104457,391,1025.916136,58
10202104458,330,1020.508247,56
10202104459,409,1047.276571,67
10202104501,437,892.1790551,15
10202104502,335,903.1984692,17
10202104503,254,861.9397566,9
10202104504,612,899.8741453,16
10202104505,596,867.5978567,10
10202104506,625,864.0387694,9
10202104507,560,882.6886627,13
10202104508,400,844.0785289,7
10202104509,420,875.7074039,11
10202104510,613,836.0241514,6
10202104511,556,841.6617846,7
10202104512,406,890.37475,14
10202104513,717,889.3542333,14
10202104514,474,912.100957,19
10202104515,349,883.4292347,13
10202104516,581,883.6940283,13
10202104517,297,938.975337,27
10202104518,989,941.1183105,27
10202104519,299,878.0531932,12
10202104521,445,874.3614708,11
10202104522,394,915.1026666,20
10202104523,276,946.8535535,29
10202104524,663,871.2939559,11
10202104601,403,956.8941787,32
10202104602,321,912.289482,19
10202104603,509,951.3296215,30
10202104604,424,922.8816341,22
10202104605,260,973.308565,38
10202104606,475,949.0737356,30
10202104607,482,907.5589205,18
10202104608,550,938.2428132,26
10202104609,429,887.6186232,14
10202104610,264,912.9062781,19
10202104611,260,835.7088484,6
10202104612,299,892.0240554,15
10202104614,294,898.3608403,16
10202104615,315,901.8385779,17
10202104616,528,894.3322101,15
10202104617,452,920.7860642,21
10202104618,585,951.3154458,30
10202104619,512,902.126961,17
10202104620,404,909.3326102,18
10202104621,331,918.9371025,21
10202104622,346,921.5780582,22
10202104623,55,939.9472089,27
10202104624,507,943.8427838,28
10202104625,715,874.8354028,11
10202104701,452,1002.191605,49
10202104702,272,1038.4677,63
10202104703,220,1115.219863,88
10202104704,550,958.0470602,33
10202104705,556,970.8891449,37
10202104706,386,990.3886762,44
10202104707,553,991.7272999,45
10202104708,615,997.1259147,47
10202104709,533,960.7911807,33
10202104710,254,812.224012,4
10202104711,465,897.4041609,16
10202104712,518,1064.177817,73
10202104713,794,1004.906489,50
10202104714,203,1065.611942,73
10202104715,460,1002.176471,49
10202104716,365,1003.179821,49
10202104717,408,1108.451789,86
10202104718,416,987.7833451,43
10202104719,676,948.5402952,29
10202104720,276,1054.578269,69
10202104721,452,1011.462911,53
10202104722,552,1001.223446,49
10202104723,263,1111.390284,87
10202104724,424,1008.769846,52
10202104725,300,987.0648266,43
10202104726,375,941.2452061,27
10202104727,369,973.652336,38
10202104728,658,968.3461719,36
10202104729,598,966.5683159,35
10202104730,351,980.2066896,40
10202104731,589,989.2084643,44
10202104732,474,923.215566,22
10202104733,185,824.7239118,5
10202104734,286,939.1528783,27
10202104735,512,968.2659133,36
10202104736,527,1012.570508,53
10202104737,114,1039.080786,64
10202104801,308,925.5037713,23
10202104802,432,932.5873386,25
10202104803,515,922.3523298,22
10202104804,361,920.6115277,21
10202104805,364,982.9342298,42
10202104806,275,956.1510598,32
10202104807,561,968.157417,36
10202104808,359,889.0363865,14
10202104809,451,867.2101822,10
10202104810,654,860.9592112,9
10202104811,618,899.3888426,16
10202104812,545,913.3032143,19
10202104813,559,876.3856824,12
10202104814,727,878.5261264,12
10202104815,435,834.6174451,6
10202104816,345,919.9984257,21
10202104817,487,908.5557249,18
10202104818,612,867.0725891,10
10202104819,471,920.2809553,21
10202104820,293,881.3049574,12
10202104821,495,646.3072781,1
10202104822,585,948.2145338,29
10202104823,369,901.4565954,17
10202104824,720,891.4080764,15
10202104825,499,858.7885886,9
10202104826,386,893.0679097,15
10202104827,550,880.7111019,12
10202104828,559,855.2196814,8
10202104829,476,860.7522353,9
10202104830,531,842.0753107,7
10202104831,374,899.5701399,16
10202104832,522,963.2815794,34
10202104833,480,889.4090328,14
10202104834,350,858.2131908,9
10202104835,335,825.8719242,5
10202104836,573,895.3044085,15
10202104837,599,897.4552569,16
10202104838,330,946.2292215,29
10202104840,337,953.8162627,31
10202104841,342,953.4819363,31
10202104842,362,936.7544314,26
10202104843,489,846.5688292,7
10202104844,314,936.8478255,26
10202104845,529,857.1722413,8
10202104846,525,845.9157299,7
10202104847,341,908.174306,18
10202104848,474,924.7992494,22
10202104901,470,1071.705226,75
10202104902,299,1073.289793,76
10202104903,426,1059.209132,71
10202104904,352,1015.219299,54
10202104905,524,1072.719537,76
10202104906,364,1017.242634,55
10202104907,234,1075.761499,77
10202104908,236,1071.31127,75
10202104910,504,1074.827161,76
10202105001,660,943.4228455,28
10202105002,316,982.3005166,41
10202105003,470,969.2346187,36
10202105004,317,987.7274073,43
10202105005,431,949.9120139,30
10202105006,441,932.6011525,25
10202105007,400,915.108888,20
10202105008,704,890.7954229,14
10202105009,439,946.0597183,29
10202105010,322,902.952294,17
10202105011,439,903.970846,17
10202105012,367,850.291761,8
10202105013,384,872.6197972,11
10202105015,302,890.5615401,14
10202105017,383,838.1952098,6
10202105018,331,929.1109453,24
10202105019,431,962.8591454,34
10202105020,343,795.0484861,3
10202105021,765,837.3520591,6
10202105022,406,904.4953096,17
10202105024,433,919.506723,21
10202105025,355,892.4879595,15
10202105026,575,911.0947881,19
10202105027,362,882.259384,13
10202105028,563,882.6905486,13
10202105101,526,1041.613961,65
10202105102,404,996.5541327,47
10202105103,252,980.0126989,40
10202105104,249,1119.509806,89
10202105106,459,1070.255553,75
10202105107,87,1113.467094,87
10202105108,474,1087.697351,81
10202105109,263,1018.14908,55
10202105110,373,1055.282435,70
10202105111,265,991.0645261,45
10202105112,315,980.724643,41
10202105113,409,948.4471538,29
10202105114,331,1069.276833,75
10202105115,260,952.1136448,31
10202105116,241,1071.212305,75
10202105201,586,942.204376,27
10202105202,565,957.552949,32
10202105203,347,878.8204706,12
10202105204,948,965.2634766,35
10202105205,649,947.7388192,29
10202105206,443,939.0268687,27
10202105207,497,919.3702685,21
10202105208,402,904.6341131,17
10202105209,369,933.9438051,25
10202105210,309,899.9722787,16
10202105213,298,965.1091682,35
10202105214,273,954.997423,32
10202105215,310,881.3200346,12
10202105216,503,930.2756971,24
10202105301,555,890.6588186,14
10202105302,426,859.0194565,9
10202105303,490,936.039917,26
10202105304,385,936.2863625,26
10202105305,553,1026.713178,59
10202105306,423,1043.539193,65
10202105307,615,856.213682,8
10202105308,381,940.1309532,27
10202105309,392,958.5803664,33
10202105310,458,946.4404731,29
10202105311,353,936.0977787,26
10202105312,308,1070.811325,75
10202105313,311,946.245996,29
10202105314,440,967.0103783,36
10202105315,617,994.4933281,46
10202105316,543,986.0479341,43
10202105317,297,868.7087234,10
10202105318,334,928.7499551,24
10202105319,242,1014.201267,54
10202105320,328,951.0046815,30
10202105321,706,945.3594459,28
10202105322,332,1059.119692,71
10202105324,440,1030.395744,60
10202105325,378,897.5114812,16
10202105326,442,974.593158,38
10202105327,375,838.7702166,6
10202105328,620,895.6281359,15
10202105329,540,855.7327339,8
10202105330,525,935.2470735,25
10202105331,322,833.0524266,6
10202105332,398,870.3354918,11
10202105333,387,882.0402129,13
10202105334,643,829.2917014,5
10202105335,441,897.9561493,16
10202105336,240,978.7630789,40
10202105337,571,971.6639096,37
10202105401,564,897.4653209,16
10202105402,363,832.5331069,6
10202105403,396,852.8407335,8
10202105404,513,790.3092915,3
10202105405,337,883.4918603,13
10202105406,467,767.599735,2
10202105407,588,944.6418381,28
10202105408,763,974.0854248,38
10202105409,378,990.2320437,44
10202105410,412,928.0091399,23
10202105411,390,985.739929,43
10202105412,440,1029.110869,60
10202105413,326,1003.294642,49
10202105414,380,988.2414815,44
10202105417,286,994.6479306,46
10202105418,660,859.7184863,9
10202105419,578,827.01894,5
10202105420,438,948.3753935,29
10202105421,455,933.3071607,25
10202105422,425,909.8603208,19
10202105423,472,928.1531815,23
10202105424,286,914.7127357,20
10202105501,331,978.7054266,40
10202105502,541,968.1517421,36
10202105503,482,964.6345019,35
10202105505,329,1003.397337,49
10202105506,540,950.0498598,30
10202105507,546,963.0593408,34
10202105508,393,968.5171295,36
10202105509,473,1058.584036,71
10202105510,257,993.546853,46
10202105511,530,1036.75925,63
10202105512,254,1074.620833,76
10202105513,283,1044.186662,65
10202105514,255,998.5698005,48
10202105601,875,1027.762413,59
10202105602,829,1015.613831,54
10202105603,690,986.6174456,43
10202105604,229,1000.138047,48
10202105605,642,1022.492066,57
10202105606,301,1042.701378,65
10202105607,507,970.231954,37
10202105608,516,998.5563631,48
10202105609,389,903.0398851,17
10202105612,491,990.4942244,44
10202105613,548,1000.061136,48
10202105614,525,1001.297412,49
10202105615,816,998.0680865,47
10202105617,287,985.9888296,43
10202105620,374,961.0704384,33
10202105622,413,1012.785925,53
10202105623,431,1018.122324,55
10202105624,411,972.552744,38
10202105627,546,898.5914179,16
10202105628,763,1030.206955,60
10202105629,651,970.8091783,37
10202105630,800,978.6091894,40
10202105631,507,1014.582962,54
10202105634,994,987.6508893,43
10202105635,510,1019.67905,56
10202105636,480,1044.758651,66
10202105637,430,950.4330872,30
10202105638,466,947.9189816,29
10202105639,293,1072.531123,76
10202105640,486,940.2510937,27
10202105641,633,974.8049854,38
10202105642,418,1009.198703,52
10202105643,601,1040.998126,64
10202105644,473,1021.17967,57
10202105645,303,820.5947765,5
10202105646,458,1001.45984,49
10202105647,591,1010.660178,52
10202105648,366,959.6210637,33
10202105701,821,958.1649334,33
10202105702,488,889.3830304,14
10202105703,535,952.6637141,31
10202105704,460,883.7678028,13
10202105705,32,972.271415,38
10202105706,358,852.5807064,8
10202105707,665,881.1706951,12
10202105708,301,948.2789309,29
10202105709,423,957.4634503,32
10202105710,740,761.167326,2
10202105711,390,896.9904901,16
10202105712,354,792.4546059,3
10202105713,262,818.9339297,5
10202105714,283,875.2928774,11
10202105715,366,763.7086763,2
10202105716,558,884.2925252,13
10202105717,573,910.9221753,19
10202105718,783,988.1030343,43
10202105719,489,840.0458858,6
10202105720,243,1026.086419,59
10301105901,378,934.1106475,25
10301105902,348,940.71762,27
10301105903,301,1007.279985,51
10301105905,490,678.3367211,1
10301105906,321,652.1075348,1
10301105907,295,763.4066359,2
10301105908,209,764.4090113,2
10301105912,313,901.0890426,17
10301105913,538,963.3129577,34
10301105914,417,873.1160659,11
10301105915,362,984.7929677,42
10301105916,631,1091.987209,82
10301105917,788,1024.648054,58
10301105918,604,1018.05443,55
10301105920,268,981.0208103,41
10301105922,479,929.3998561,24
10301105924,239,936.1988359,26
10301105925,514,1004.531609,50
10301105926,410,1001.049266,49
10301105927,85,897.4007109,16
10301105928,526,995.8236614,47
10301105929,650,966.8689712,36
10301105930,348,1065.548243,73
10301105931,500,1031.202361,60
10301105932,485,886.757689,14
10301105933,654,984.5485031,42
10301105934,322,1014.723056,54
10301105935,857,1036.930229,63
10301106001,211,1071.741941,75
10301106002,236,1024.912218,58
10301106003,249,998.1850646,47
10301106004,362,993.6768087,46
10301106005,385,914.5268556,20
